phase,time,index,confidence
P,2022-12-22T00:00:24.340000Z,2434,0.130
P,2022-12-22T00:00:29.620000Z,2962,0.202
P,2022-12-22T00:01:55.480000Z,11548,0.143
P,2022-12-22T00:02:25.440000Z,14544,0.239
P,2022-12-22T00:03:13.180000Z,19318,0.386
P,2022-12-22T00:04:54.630000Z,29463,0.106
P,2022-12-22T00:07:19.180000Z,43918,0.118
P,2022-12-22T00:08:08.690000Z,48869,0.546
P,2022-12-22T00:09:18.750000Z,55875,0.229
P,2022-12-22T00:09:46.350000Z,58635,0.101
P,2022-12-22T00:15:28.610000Z,92861,0.105
P,2022-12-22T00:17:57.230000Z,107723,0.293
P,2022-12-22T00:18:04.240000Z,108424,0.379
P,2022-12-22T00:18:09.650000Z,108965,0.189
P,2022-12-22T00:22:41.750000Z,136175,0.151
P,2022-12-22T00:22:50.300000Z,137030,0.106
P,2022-12-22T00:23:13.760000Z,139376,0.108
P,2022-12-22T00:24:25.130000Z,146513,0.271
P,2022-12-22T00:27:37.170000Z,165717,0.617
P,2022-12-22T00:27:45.940000Z,166594,0.300
P,2022-12-22T00:28:45.550000Z,172555,0.171
P,2022-12-22T00:29:01.310000Z,174131,0.146
P,2022-12-22T00:29:22.200000Z,176220,0.294
P,2022-12-22T00:29:30.420000Z,177042,0.270
P,2022-12-22T00:34:11.100000Z,205110,0.601
P,2022-12-22T00:36:17.630000Z,217763,0.742
P,2022-12-22T00:36:30.730000Z,219073,0.133
P,2022-12-22T00:38:50.880000Z,233088,0.641
P,2022-12-22T00:38:59.110000Z,233911,0.102
P,2022-12-22T00:40:10.850000Z,241085,0.131
P,2022-12-22T00:40:58.490000Z,245849,0.145
P,2022-12-22T00:44:49.510000Z,268951,0.165
P,2022-12-22T00:44:58.420000Z,269842,0.225
P,2022-12-22T00:46:00.790000Z,276079,0.129
P,2022-12-22T00:46:28.400000Z,278840,0.418
P,2022-12-22T00:46:33.320000Z,279332,0.136
P,2022-12-22T00:46:41.990000Z,280199,0.236
P,2022-12-22T00:46:57.720000Z,281772,0.176
P,2022-12-22T00:47:00.060000Z,282006,0.202
P,2022-12-22T00:47:37.460000Z,285746,0.114
P,2022-12-22T00:48:16.200000Z,289620,0.143
P,2022-12-22T00:54:56.290000Z,329629,0.379
P,2022-12-22T01:06:07.540000Z,396754,0.312
P,2022-12-22T01:09:17.490000Z,415749,0.258
P,2022-12-22T01:13:40.220000Z,442022,0.803
P,2022-12-22T01:15:19.390000Z,451939,0.552
P,2022-12-22T01:16:18.470000Z,457847,0.147
P,2022-12-22T01:18:26.600000Z,470660,0.120
P,2022-12-22T01:18:35.350000Z,471535,0.160
P,2022-12-22T01:19:43.290000Z,478329,0.235
P,2022-12-22T01:21:26.900000Z,488690,0.436
P,2022-12-22T01:21:32.200000Z,489220,0.873
P,2022-12-22T01:24:56.590000Z,509659,0.177
P,2022-12-22T01:26:33.490000Z,519349,0.251
P,2022-12-22T01:30:40.200000Z,544020,0.101
P,2022-12-22T01:32:28.740000Z,554874,0.195
P,2022-12-22T01:34:49.190000Z,568919,0.468
P,2022-12-22T01:35:44.650000Z,574465,0.255
P,2022-12-22T01:38:18.990000Z,589899,0.612
P,2022-12-22T01:39:18.800000Z,595880,0.334
P,2022-12-22T01:40:21.860000Z,602186,0.105
P,2022-12-22T01:42:20.530000Z,614053,0.111
P,2022-12-22T01:43:36.240000Z,621624,0.143
P,2022-12-22T01:43:53.530000Z,623353,0.126
P,2022-12-22T01:46:03.320000Z,636332,0.149
P,2022-12-22T01:48:37.470000Z,651747,0.299
P,2022-12-22T01:49:57.530000Z,659753,0.191
P,2022-12-22T01:51:30.400000Z,669040,0.241
P,2022-12-22T01:53:00.720000Z,678072,0.685
P,2022-12-22T01:53:53.450000Z,683345,0.115
P,2022-12-22T01:54:07.040000Z,684704,0.177
P,2022-12-22T01:56:16.570000Z,697657,0.114
P,2022-12-22T01:58:52.070000Z,713207,0.977
P,2022-12-22T02:00:36.240000Z,723624,0.548
P,2022-12-22T02:01:45.530000Z,730553,0.101
P,2022-12-22T02:02:40.300000Z,736030,0.126
P,2022-12-22T02:05:24.520000Z,752452,0.858
P,2022-12-22T02:05:31.460000Z,753146,0.117
P,2022-12-22T02:10:21.160000Z,782116,0.414
P,2022-12-22T02:12:58.710000Z,797871,0.108
P,2022-12-22T02:17:52.790000Z,827279,0.350
P,2022-12-22T02:18:02.760000Z,828276,0.142
P,2022-12-22T02:19:12.220000Z,835222,0.190
P,2022-12-22T02:19:48.160000Z,838816,0.244
P,2022-12-22T02:21:46.390000Z,850639,0.433
P,2022-12-22T02:21:58.610000Z,851861,0.128
P,2022-12-22T02:23:04.460000Z,858446,0.130
P,2022-12-22T02:23:38.590000Z,861859,0.382
P,2022-12-22T02:26:01.080000Z,876108,0.164
P,2022-12-22T02:28:28.260000Z,890826,0.295
P,2022-12-22T02:31:50.830000Z,911083,0.504
P,2022-12-22T02:31:58.510000Z,911851,0.200
P,2022-12-22T02:35:22.160000Z,932216,0.138
P,2022-12-22T02:35:47.190000Z,934719,0.163
P,2022-12-22T02:37:21.300000Z,944130,0.556
P,2022-12-22T02:46:03.320000Z,996332,0.135
P,2022-12-22T02:50:10.600000Z,1021060,0.135
P,2022-12-22T02:53:14.350000Z,1039435,0.129
P,2022-12-22T02:53:51.400000Z,1043140,0.103
