phase,time,index,confidence
P,2022-12-26T00:09:01.840000Z,54184,0.112
P,2022-12-26T00:09:09.340000Z,54934,0.927
P,2022-12-26T00:09:18.430000Z,55843,0.409
P,2022-12-26T00:09:22.640000Z,56264,0.226
P,2022-12-26T00:09:28.830000Z,56883,0.422
P,2022-12-26T00:09:32.370000Z,57237,0.150
P,2022-12-26T00:09:42.350000Z,58235,0.142
P,2022-12-26T00:09:49.930000Z,58993,0.444
P,2022-12-26T00:09:53.880000Z,59388,0.426
P,2022-12-26T00:09:56.590000Z,59659,0.588
P,2022-12-26T00:09:59.050000Z,59905,0.775
P,2022-12-26T00:10:01.620000Z,60162,0.139
P,2022-12-26T00:10:07.030000Z,60703,0.139
P,2022-12-26T00:10:20.340000Z,62034,0.287
P,2022-12-26T00:12:58.680000Z,77868,0.140
P,2022-12-26T00:13:57.810000Z,83781,0.576
P,2022-12-26T00:21:28.820000Z,128882,0.293
P,2022-12-26T00:51:59.840000Z,311984,0.265
P,2022-12-26T00:53:57.670000Z,323767,0.208
P,2022-12-26T00:54:17.580000Z,325758,0.178
P,2022-12-26T00:54:31.130000Z,327113,0.131
P,2022-12-26T01:04:31.020000Z,387102,0.111
P,2022-12-26T01:32:04.880000Z,552488,0.142
P,2022-12-26T01:32:19.280000Z,553928,0.117
P,2022-12-26T01:49:32.190000Z,657219,0.126
P,2022-12-26T01:52:52.890000Z,677289,0.128
P,2022-12-26T02:06:31.490000Z,759149,0.117
P,2022-12-26T02:08:43.930000Z,772393,0.138
P,2022-12-26T02:09:13.620000Z,775362,0.155
P,2022-12-26T02:13:41.310000Z,802131,0.157
P,2022-12-26T02:17:14.130000Z,823413,0.906
P,2022-12-26T02:17:36.710000Z,825671,0.130
P,2022-12-26T02:20:35.230000Z,843523,0.267
P,2022-12-26T02:21:32.030000Z,849203,0.761
P,2022-12-26T02:36:22.500000Z,938250,0.695
P,2022-12-26T02:40:18.730000Z,961873,0.474
P,2022-12-26T02:42:07.660000Z,972766,0.988
P,2022-12-26T02:44:55.230000Z,989523,0.169
P,2022-12-26T02:55:37.830000Z,1053783,0.102
P,2022-12-26T02:55:39.800000Z,1053980,0.328
P,2022-12-26T02:59:00.940000Z,1074094,0.109
P,2022-12-26T03:00:43.930000Z,1084393,0.116
P,2022-12-26T03:00:46.100000Z,1084610,0.141
P,2022-12-26T03:04:05.770000Z,1104577,0.193
P,2022-12-26T03:10:57.770000Z,1145777,0.112
P,2022-12-26T03:11:46.470000Z,1150647,0.181
