phase,time,index,confidence
P,2022-12-23T00:00:00.840000Z,84,0.136
P,2022-12-23T00:00:13.440000Z,1344,0.103
P,2022-12-23T00:00:48.730000Z,4873,0.118
P,2022-12-23T00:00:54.990000Z,5499,0.155
P,2022-12-23T00:01:16.840000Z,7684,0.120
P,2022-12-23T00:01:23.470000Z,8347,0.229
P,2022-12-23T00:01:35.640000Z,9564,0.157
P,2022-12-23T00:01:37.870000Z,9787,0.114
P,2022-12-23T00:02:00.250000Z,12025,0.215
P,2022-12-23T00:02:30.270000Z,15027,0.168
P,2022-12-23T00:04:30.240000Z,27024,0.151
P,2022-12-23T00:05:30.330000Z,33033,0.109
P,2022-12-23T00:05:36.110000Z,33611,0.294
P,2022-12-23T00:05:39.090000Z,33909,0.179
P,2022-12-23T00:06:13.080000Z,37308,0.153
P,2022-12-23T00:06:51.660000Z,41166,0.144
P,2022-12-23T00:07:00.360000Z,42036,0.104
P,2022-12-23T00:07:30.370000Z,45037,0.151
P,2022-12-23T00:07:53.670000Z,47367,0.265
P,2022-12-23T00:09:37.710000Z,57771,0.140
P,2022-12-23T00:10:00.200000Z,60020,0.116
P,2022-12-23T00:11:00.430000Z,66043,0.127
P,2022-12-23T00:11:27.590000Z,68759,0.211
P,2022-12-23T00:11:38.790000Z,69879,0.298
P,2022-12-23T00:12:25.120000Z,74512,0.104
P,2022-12-23T00:13:00.470000Z,78047,0.196
P,2022-12-23T00:13:13.530000Z,79353,0.263
P,2022-12-23T00:13:18.500000Z,79850,0.135
P,2022-12-23T00:13:43.390000Z,82339,0.105
P,2022-12-23T00:14:16.740000Z,85674,0.146
P,2022-12-23T00:14:28.520000Z,86852,0.165
P,2022-12-23T00:14:50.950000Z,89095,0.139
P,2022-12-23T00:14:53.180000Z,89318,0.643
P,2022-12-23T00:15:24.290000Z,92429,0.239
P,2022-12-23T00:16:01.480000Z,96148,0.141
P,2022-12-23T00:16:30.550000Z,99055,0.168
P,2022-12-23T00:16:51.530000Z,101153,0.140
P,2022-12-23T00:17:22.190000Z,104219,0.141
P,2022-12-23T00:17:30.500000Z,105050,0.155
P,2022-12-23T00:17:36.110000Z,105611,0.188
P,2022-12-23T00:17:37.690000Z,105769,0.209
P,2022-12-23T00:17:55.480000Z,107548,0.137
P,2022-12-23T00:18:00.580000Z,108058,0.125
P,2022-12-23T00:18:07.400000Z,108740,0.444
