phase,time,index,confidence
P,2022-12-20T00:02:43.170000Z,16317,0.140
P,2022-12-20T00:04:17.690000Z,25769,0.131
P,2022-12-20T00:04:19.610000Z,25961,0.106
P,2022-12-20T00:04:28.380000Z,26838,0.122
P,2022-12-20T00:04:32.330000Z,27233,0.156
P,2022-12-20T00:07:37.990000Z,45799,0.155
P,2022-12-20T00:07:54.370000Z,47437,0.107
P,2022-12-20T00:08:32.260000Z,51226,0.117
P,2022-12-20T00:11:29.800000Z,68980,0.117
P,2022-12-20T00:11:43.030000Z,70303,0.173
P,2022-12-20T00:11:56.970000Z,71697,0.145
P,2022-12-20T00:17:01.140000Z,102114,0.155
P,2022-12-20T00:19:21.900000Z,116190,0.103
P,2022-12-20T00:19:46.550000Z,118655,0.105
P,2022-12-20T00:19:53.330000Z,119333,0.204
P,2022-12-20T00:20:01.190000Z,120119,0.139
P,2022-12-20T00:22:49.150000Z,136915,0.117
P,2022-12-20T00:24:01.770000Z,144177,0.306
P,2022-12-20T00:24:30.090000Z,147009,0.109
P,2022-12-20T00:24:52.570000Z,149257,0.187
P,2022-12-20T00:26:18.180000Z,157818,0.167
P,2022-12-20T00:26:34.990000Z,159499,0.104
P,2022-12-20T00:31:31.910000Z,189191,0.117
P,2022-12-20T00:34:07.300000Z,204730,0.183
P,2022-12-20T00:34:43.420000Z,208342,0.279
P,2022-12-20T00:34:46.060000Z,208606,0.277
P,2022-12-20T00:34:52.930000Z,209293,0.294
P,2022-12-20T00:38:03.960000Z,228396,0.121
P,2022-12-20T00:38:29.720000Z,230972,0.243
P,2022-12-20T00:38:33.900000Z,231390,0.729
P,2022-12-20T00:38:36.250000Z,231625,0.408
P,2022-12-20T00:38:38.210000Z,231821,0.505
P,2022-12-20T00:38:49.500000Z,232950,0.288
P,2022-12-20T00:39:31.350000Z,237135,0.221
P,2022-12-20T00:39:41.670000Z,238167,0.405
P,2022-12-20T00:41:41.880000Z,250188,0.277
P,2022-12-20T00:42:30.440000Z,255044,0.113
P,2022-12-20T00:43:18.860000Z,259886,0.149
P,2022-12-20T00:44:42.260000Z,268226,0.120
P,2022-12-20T00:45:17.210000Z,271721,0.113
P,2022-12-20T00:46:11.800000Z,277180,0.149
P,2022-12-20T00:47:01.580000Z,282158,0.109
P,2022-12-20T00:48:06.780000Z,288678,0.104
P,2022-12-20T00:48:14.870000Z,289487,0.194
P,2022-12-20T00:50:54.700000Z,305470,0.350
P,2022-12-20T00:50:57.610000Z,305761,0.386
P,2022-12-20T00:51:00.750000Z,306075,0.341
P,2022-12-20T00:51:06.930000Z,306693,0.815
P,2022-12-20T00:51:48.490000Z,310849,0.127
P,2022-12-20T00:57:41.390000Z,346139,0.131
P,2022-12-20T00:59:09.340000Z,354934,0.139
P,2022-12-20T00:59:14.300000Z,355430,0.121
P,2022-12-20T01:00:10.160000Z,361016,0.111
P,2022-12-20T01:00:44.010000Z,364401,0.136
P,2022-12-20T01:01:02.800000Z,366280,0.104
P,2022-12-20T01:02:59.570000Z,377957,0.177
P,2022-12-20T01:03:41.830000Z,382183,0.260
P,2022-12-20T01:05:02.000000Z,390200,0.160
P,2022-12-20T01:07:24.860000Z,404486,0.136
P,2022-12-20T01:12:28.570000Z,434857,0.405
P,2022-12-20T01:12:44.150000Z,436415,0.634
P,2022-12-20T01:12:47.380000Z,436738,0.349
P,2022-12-20T01:12:55.910000Z,437591,0.181
P,2022-12-20T01:12:57.660000Z,437766,0.107
P,2022-12-20T01:13:01.680000Z,438168,0.111
P,2022-12-20T01:13:09.220000Z,438922,0.578
P,2022-12-20T01:13:16.820000Z,439682,0.395
P,2022-12-20T01:13:42.190000Z,442219,0.140
P,2022-12-20T01:18:05.750000Z,468575,0.434
P,2022-12-20T01:18:28.920000Z,470892,0.106
P,2022-12-20T01:18:37.170000Z,471717,0.197
P,2022-12-20T01:19:09.720000Z,474972,0.108
P,2022-12-20T01:19:18.760000Z,475876,0.119
P,2022-12-20T01:20:45.050000Z,484505,0.105
P,2022-12-20T01:26:23.340000Z,518334,0.187
P,2022-12-20T01:26:25.260000Z,518526,0.215
P,2022-12-20T01:26:30.540000Z,519054,0.138
P,2022-12-20T01:31:01.570000Z,546157,0.284
P,2022-12-20T01:32:00.070000Z,552007,0.135
P,2022-12-20T01:33:07.140000Z,558714,0.156
P,2022-12-20T01:33:18.660000Z,559866,0.211
P,2022-12-20T01:33:40.260000Z,562026,0.183
P,2022-12-20T01:33:51.630000Z,563163,0.910
P,2022-12-20T01:34:00.410000Z,564041,0.133
P,2022-12-20T01:34:02.520000Z,564252,0.136
P,2022-12-20T01:35:32.810000Z,573281,0.229
P,2022-12-20T01:35:40.810000Z,574081,0.112
P,2022-12-20T01:36:49.530000Z,580953,0.133
P,2022-12-20T01:37:10.270000Z,583027,0.373
P,2022-12-20T01:38:31.010000Z,591101,0.112
P,2022-12-20T01:40:45.610000Z,604561,0.139
P,2022-12-20T01:43:30.380000Z,621038,0.117
P,2022-12-20T01:45:43.950000Z,634395,0.252
P,2022-12-20T01:45:45.740000Z,634574,0.737
P,2022-12-20T01:45:48.150000Z,634815,0.566
P,2022-12-20T01:45:51.590000Z,635159,0.116
P,2022-12-20T01:46:06.130000Z,636613,0.219
P,2022-12-20T01:47:38.860000Z,645886,0.219
P,2022-12-20T01:49:34.280000Z,657428,0.235
P,2022-12-20T01:51:36.860000Z,669686,0.113
P,2022-12-20T01:51:46.790000Z,670679,0.108
P,2022-12-20T01:55:32.280000Z,693228,0.122
P,2022-12-20T01:56:00.210000Z,696021,0.508
P,2022-12-20T01:56:18.480000Z,697848,0.109
P,2022-12-20T02:01:33.450000Z,729345,0.159
P,2022-12-20T02:03:38.070000Z,741807,0.168
P,2022-12-20T02:07:32.420000Z,765242,0.120
P,2022-12-20T02:12:04.000000Z,792400,0.326
P,2022-12-20T02:15:13.900000Z,811390,0.106
P,2022-12-20T02:19:15.940000Z,835594,0.775
P,2022-12-20T02:19:18.360000Z,835836,0.595
P,2022-12-20T02:19:31.260000Z,837126,0.153
P,2022-12-20T02:20:44.030000Z,844403,0.104
P,2022-12-20T02:24:58.170000Z,869817,0.145
P,2022-12-20T02:25:11.380000Z,871138,0.299
P,2022-12-20T02:26:26.500000Z,878650,0.128
P,2022-12-20T02:26:56.290000Z,881629,0.124
P,2022-12-20T02:28:43.050000Z,892305,0.175
P,2022-12-20T02:31:59.970000Z,911997,0.116
P,2022-12-20T02:32:29.420000Z,914942,0.101
P,2022-12-20T02:32:36.730000Z,915673,0.151
P,2022-12-20T02:34:28.190000Z,926819,0.102
P,2022-12-20T02:35:24.700000Z,932470,0.201
P,2022-12-20T02:36:14.820000Z,937482,0.134
P,2022-12-20T02:38:02.750000Z,948275,0.131
P,2022-12-20T02:38:23.000000Z,950300,0.155
P,2022-12-20T02:45:01.650000Z,990165,0.720
P,2022-12-20T02:45:20.580000Z,992058,0.141
P,2022-12-20T02:45:35.960000Z,993596,0.267
P,2022-12-20T02:50:19.880000Z,1021988,0.111
P,2022-12-20T02:53:00.490000Z,1038049,0.133
P,2022-12-20T02:53:30.760000Z,1041076,0.124
P,2022-12-20T02:57:58.770000Z,1067877,0.167
P,2022-12-20T02:58:27.920000Z,1070792,0.726
P,2022-12-20T02:58:46.420000Z,1072642,0.104
P,2022-12-20T03:00:21.820000Z,1082182,0.106
P,2022-12-20T03:00:50.890000Z,1085089,0.181
P,2022-12-20T03:02:54.510000Z,1097451,0.116
P,2022-12-20T03:03:21.910000Z,1100191,0.300
P,2022-12-20T03:03:29.100000Z,1100910,0.101
P,2022-12-20T03:04:50.810000Z,1109081,0.102
P,2022-12-20T03:05:33.300000Z,1113330,0.124
P,2022-12-20T03:06:29.480000Z,1118948,0.564
P,2022-12-20T03:06:36.690000Z,1119669,0.102
P,2022-12-20T03:06:53.980000Z,1121398,0.229
P,2022-12-20T03:07:03.630000Z,1122363,0.280
P,2022-12-20T03:07:06.620000Z,1122662,0.910
P,2022-12-20T03:10:29.400000Z,1142940,0.158
P,2022-12-20T03:10:31.000000Z,1143100,0.538
P,2022-12-20T03:10:32.930000Z,1143293,0.246
P,2022-12-20T03:10:34.030000Z,1143403,0.119
P,2022-12-20T03:10:35.920000Z,1143592,0.194
P,2022-12-20T03:10:42.380000Z,1144238,0.393
P,2022-12-20T03:10:46.850000Z,1144685,0.371
P,2022-12-20T03:10:53.660000Z,1145366,0.423
P,2022-12-20T03:10:59.880000Z,1145988,0.110
P,2022-12-20T03:11:49.670000Z,1150967,0.163
P,2022-12-20T03:13:53.870000Z,1163387,0.157
P,2022-12-20T03:16:20.140000Z,1178014,0.104
P,2022-12-20T03:16:40.000000Z,1180000,0.104
P,2022-12-20T03:18:36.610000Z,1191661,0.842
P,2022-12-20T03:20:00.310000Z,1200031,0.106
P,2022-12-20T03:24:16.320000Z,1225632,0.114
P,2022-12-20T03:25:48.980000Z,1234898,0.204
P,2022-12-20T03:32:11.760000Z,1273176,0.128
P,2022-12-20T03:33:57.000000Z,1283700,0.109
P,2022-12-20T03:38:11.240000Z,1309124,0.169
P,2022-12-20T03:39:20.000000Z,1316000,0.231
P,2022-12-20T03:41:47.870000Z,1330787,0.137
P,2022-12-20T03:42:32.920000Z,1335292,0.128
P,2022-12-20T03:43:54.800000Z,1343480,0.122
