phase,time,index,confidence
P,2022-12-22T00:00:17.430470Z,1743,0.103
P,2022-12-22T00:00:34.170470Z,3417,0.445
P,2022-12-22T00:02:04.480470Z,12448,0.456
P,2022-12-22T00:02:24.760470Z,14476,0.909
P,2022-12-22T00:02:33.150470Z,15315,0.622
P,2022-12-22T00:05:39.540470Z,33954,0.154
P,2022-12-22T00:05:48.560470Z,34856,0.189
P,2022-12-22T00:06:46.130470Z,40613,0.364
P,2022-12-22T00:06:54.230470Z,41423,0.674
P,2022-12-22T00:07:36.540470Z,45654,0.187
P,2022-12-22T00:08:07.270470Z,48727,0.894
P,2022-12-22T00:08:10.000470Z,49000,0.196
P,2022-12-22T00:08:15.150470Z,49515,0.322
P,2022-12-22T00:08:48.100470Z,52810,0.295
P,2022-12-22T00:09:49.550470Z,58955,0.405
P,2022-12-22T00:09:58.370470Z,59837,0.834
P,2022-12-22T00:10:05.990470Z,60599,0.838
P,2022-12-22T00:11:29.300470Z,68930,0.257
P,2022-12-22T00:11:47.840470Z,70784,0.341
P,2022-12-22T00:11:55.710470Z,71571,0.467
P,2022-12-22T00:11:59.570470Z,71957,0.106
P,2022-12-22T00:12:05.160470Z,72516,0.767
P,2022-12-22T00:13:09.700470Z,78970,0.135
P,2022-12-22T00:13:12.430470Z,79243,0.111
P,2022-12-22T00:13:43.350470Z,82335,0.193
P,2022-12-22T00:15:07.080470Z,90708,0.434
P,2022-12-22T00:15:18.570470Z,91857,0.279
P,2022-12-22T00:16:03.780470Z,96378,0.517
P,2022-12-22T00:17:46.350470Z,106635,0.151
P,2022-12-22T00:18:05.500470Z,108550,0.675
P,2022-12-22T00:18:19.840470Z,109984,0.375
P,2022-12-22T00:21:14.090470Z,127409,0.237
P,2022-12-22T00:21:18.830470Z,127883,0.274
P,2022-12-22T00:22:42.130470Z,136213,0.309
P,2022-12-22T00:22:49.770470Z,136977,0.363
P,2022-12-22T00:22:52.520470Z,137252,0.200
P,2022-12-22T00:23:40.070470Z,142007,0.101
P,2022-12-22T00:24:08.630470Z,144863,0.215
P,2022-12-22T00:26:04.200470Z,156420,0.200
P,2022-12-22T00:27:14.740470Z,163474,0.598
P,2022-12-22T00:27:37.230470Z,165723,0.951
P,2022-12-22T00:28:45.680470Z,172568,0.242
P,2022-12-22T00:28:53.310470Z,173331,0.575
P,2022-12-22T00:29:09.330470Z,174933,0.767
P,2022-12-22T00:29:23.980470Z,176398,0.949
P,2022-12-22T00:30:17.220470Z,181722,0.144
P,2022-12-22T00:30:45.730470Z,184573,0.889
P,2022-12-22T00:31:27.990470Z,188799,0.159
P,2022-12-22T00:32:42.460470Z,196246,0.114
P,2022-12-22T00:32:49.060470Z,196906,0.305
P,2022-12-22T00:32:52.240470Z,197224,0.171
P,2022-12-22T00:33:37.390470Z,201739,0.262
P,2022-12-22T00:34:12.960470Z,205296,0.134
P,2022-12-22T00:34:21.240470Z,206124,0.219
P,2022-12-22T00:35:43.070470Z,214307,0.612
P,2022-12-22T00:36:17.640470Z,217764,0.961
P,2022-12-22T00:37:11.610470Z,223161,0.153
P,2022-12-22T00:37:32.190470Z,225219,0.127
P,2022-12-22T00:38:23.160470Z,230316,0.111
P,2022-12-22T00:38:50.540470Z,233054,0.193
P,2022-12-22T00:39:12.410470Z,235241,0.126
P,2022-12-22T00:39:14.380470Z,235438,0.180
P,2022-12-22T00:40:18.810470Z,241881,0.138
P,2022-12-22T00:40:58.170470Z,245817,0.384
P,2022-12-22T00:41:05.750470Z,246575,0.133
P,2022-12-22T00:41:06.900470Z,246690,0.155
P,2022-12-22T00:41:51.780470Z,251178,0.102
P,2022-12-22T00:43:31.520470Z,261152,0.167
P,2022-12-22T00:44:07.280470Z,264728,0.124
P,2022-12-22T00:44:18.000470Z,265800,0.255
P,2022-12-22T00:44:32.740470Z,267274,0.338
P,2022-12-22T00:45:02.920470Z,270292,0.271
P,2022-12-22T00:45:43.610470Z,274361,0.227
P,2022-12-22T00:46:14.790470Z,277479,0.150
P,2022-12-22T00:46:35.730470Z,279573,0.261
P,2022-12-22T00:46:54.690470Z,281469,0.104
P,2022-12-22T00:46:59.020470Z,281902,0.292
P,2022-12-22T00:47:00.690470Z,282069,0.134
P,2022-12-22T00:47:15.330470Z,283533,0.249
P,2022-12-22T00:47:17.890470Z,283789,0.254
P,2022-12-22T00:47:21.490470Z,284149,0.674
