phase,time,index,confidence
P,2022-12-24T00:00:03.160000Z,316,0.114
P,2022-12-24T00:00:33.620000Z,3362,0.430
P,2022-12-24T00:00:42.490000Z,4249,0.176
P,2022-12-24T00:00:57.530000Z,5753,0.125
P,2022-12-24T00:01:01.200000Z,6120,0.105
P,2022-12-24T00:01:13.960000Z,7396,0.667
P,2022-12-24T00:01:55.800000Z,11580,0.201
P,2022-12-24T00:01:59.810000Z,11981,0.656
P,2022-12-24T00:02:34.690000Z,15469,0.110
P,2022-12-24T00:03:07.760000Z,18776,0.193
P,2022-12-24T00:03:25.340000Z,20534,0.222
P,2022-12-24T00:03:29.540000Z,20954,0.818
P,2022-12-24T00:03:38.080000Z,21808,0.190
P,2022-12-24T00:04:15.770000Z,25577,0.198
P,2022-12-24T00:04:28.250000Z,26825,0.197
P,2022-12-24T00:04:38.260000Z,27826,0.151
P,2022-12-24T00:04:40.660000Z,28066,0.194
P,2022-12-24T00:04:48.500000Z,28850,0.458
P,2022-12-24T00:04:52.000000Z,29200,0.201
P,2022-12-24T00:04:54.790000Z,29479,0.183
P,2022-12-24T00:04:57.520000Z,29752,0.139
P,2022-12-24T00:05:13.060000Z,31306,0.465
P,2022-12-24T00:05:45.310000Z,34531,0.249
P,2022-12-24T00:06:26.040000Z,38604,0.228
P,2022-12-24T00:06:56.340000Z,41634,0.101
P,2022-12-24T00:07:05.960000Z,42596,0.207
P,2022-12-24T00:07:20.450000Z,44045,0.166
P,2022-12-24T00:07:41.600000Z,46160,0.271
P,2022-12-24T00:07:44.540000Z,46454,0.173
P,2022-12-24T00:07:55.820000Z,47582,0.338
P,2022-12-24T00:07:58.150000Z,47815,0.313
P,2022-12-24T00:08:04.250000Z,48425,0.306
P,2022-12-24T00:08:08.810000Z,48881,0.311
P,2022-12-24T00:08:17.910000Z,49791,0.176
P,2022-12-24T00:08:27.630000Z,50763,0.317
P,2022-12-24T00:08:33.460000Z,51346,0.138
P,2022-12-24T00:08:38.400000Z,51840,0.105
P,2022-12-24T00:08:45.330000Z,52533,0.410
P,2022-12-24T00:08:46.500000Z,52650,0.256
P,2022-12-24T00:08:48.220000Z,52822,0.409
P,2022-12-24T00:08:52.410000Z,53241,0.216
P,2022-12-24T00:08:54.180000Z,53418,0.104
P,2022-12-24T00:09:07.010000Z,54701,0.173
P,2022-12-24T00:09:22.750000Z,56275,0.736
P,2022-12-24T00:09:27.980000Z,56798,0.553
P,2022-12-24T00:09:42.350000Z,58235,0.332
P,2022-12-24T00:09:45.060000Z,58506,0.190
P,2022-12-24T00:09:46.990000Z,58699,0.173
P,2022-12-24T00:09:52.090000Z,59209,0.127
P,2022-12-24T00:09:58.350000Z,59835,0.112
P,2022-12-24T00:10:19.090000Z,61909,0.118
P,2022-12-24T00:10:27.840000Z,62784,0.482
P,2022-12-24T00:10:34.560000Z,63456,0.770
P,2022-12-24T00:10:45.040000Z,64504,0.540
P,2022-12-24T00:11:03.690000Z,66369,0.921
P,2022-12-24T00:11:37.080000Z,69708,0.701
P,2022-12-24T00:11:41.600000Z,70160,0.334
P,2022-12-24T00:11:43.370000Z,70337,0.194
P,2022-12-24T00:11:56.470000Z,71647,0.382
P,2022-12-24T00:12:03.130000Z,72313,0.633
P,2022-12-24T00:12:15.770000Z,73577,0.419
