phase,time,index,confidence
P,2022-12-20T00:01:14.003130Z,7400,0.126
P,2022-12-20T00:03:05.843130Z,18584,0.144
P,2022-12-20T00:03:26.173130Z,20617,0.767
P,2022-12-20T00:03:32.633130Z,21263,0.102
P,2022-12-20T00:05:01.703130Z,30170,0.128
P,2022-12-20T00:05:09.413130Z,30941,0.150
P,2022-12-20T00:05:12.273130Z,31227,0.165
P,2022-12-20T00:05:14.013130Z,31401,0.211
P,2022-12-20T00:05:15.673130Z,31567,0.147
P,2022-12-20T00:05:17.553130Z,31755,0.657
P,2022-12-20T00:05:20.573130Z,32057,0.111
P,2022-12-20T00:05:22.973130Z,32297,0.676
P,2022-12-20T00:05:53.403130Z,35340,0.323
P,2022-12-20T00:05:55.943130Z,35594,0.128
P,2022-12-20T00:06:05.503130Z,36550,0.108
P,2022-12-20T00:06:07.323130Z,36732,0.506
P,2022-12-20T00:06:31.373130Z,39137,0.658
P,2022-12-20T00:06:44.943130Z,40494,0.267
P,2022-12-20T00:07:02.863130Z,42286,0.127
P,2022-12-20T00:07:20.243130Z,44024,0.807
P,2022-12-20T00:07:24.463130Z,44446,0.467
P,2022-12-20T00:07:43.523130Z,46352,0.478
P,2022-12-20T00:07:48.713130Z,46871,0.206
P,2022-12-20T00:07:54.773130Z,47477,0.108
P,2022-12-20T00:08:01.523130Z,48152,0.576
P,2022-12-20T00:08:05.923130Z,48592,0.176
P,2022-12-20T00:08:11.583130Z,49158,0.103
P,2022-12-20T00:08:13.853130Z,49385,0.315
P,2022-12-20T00:08:33.863130Z,51386,0.610
P,2022-12-20T00:08:35.773130Z,51577,0.167
P,2022-12-20T00:08:51.143130Z,53114,0.446
P,2022-12-20T00:09:10.103130Z,55010,0.361
P,2022-12-20T00:09:13.313130Z,55331,0.106
P,2022-12-20T00:09:14.533130Z,55453,0.107
P,2022-12-20T00:09:17.633130Z,55763,0.212
P,2022-12-20T00:09:22.703130Z,56270,0.444
P,2022-12-20T00:09:28.843130Z,56884,0.135
P,2022-12-20T00:09:30.993130Z,57099,0.472
P,2022-12-20T00:09:49.163130Z,58916,0.408
P,2022-12-20T00:09:50.833130Z,59083,0.395
P,2022-12-20T00:09:52.413130Z,59241,0.443
