phase,time,index,confidence
P,2022-12-24T00:01:58.013130Z,11801,0.124
P,2022-12-24T00:02:31.003130Z,15100,0.170
P,2022-12-24T00:02:32.303130Z,15230,0.123
P,2022-12-24T00:03:02.473130Z,18247,0.162
P,2022-12-24T00:03:11.453130Z,19145,0.515
P,2022-12-24T00:03:15.593130Z,19559,0.147
P,2022-12-24T00:03:18.603130Z,19860,0.111
P,2022-12-24T00:03:21.573130Z,20157,0.246
P,2022-12-24T00:03:30.293130Z,21029,0.108
P,2022-12-24T00:03:38.713130Z,21871,0.130
P,2022-12-24T00:03:41.833130Z,22183,0.121
P,2022-12-24T00:03:54.643130Z,23464,0.283
P,2022-12-24T00:03:58.713130Z,23871,0.109
P,2022-12-24T00:04:24.353130Z,26435,0.144
P,2022-12-24T00:04:30.233130Z,27023,0.261
P,2022-12-24T00:04:36.023130Z,27602,0.187
P,2022-12-24T00:04:52.663130Z,29266,0.673
P,2022-12-24T00:04:57.483130Z,29748,0.347
P,2022-12-24T00:05:00.123130Z,30012,0.264
P,2022-12-24T00:05:06.663130Z,30666,0.555
P,2022-12-24T00:05:09.013130Z,30901,0.591
P,2022-12-24T00:05:16.193130Z,31619,0.111
P,2022-12-24T00:05:21.223130Z,32122,0.116
P,2022-12-24T00:05:37.933130Z,33793,0.753
P,2022-12-24T00:05:40.193130Z,34019,0.107
P,2022-12-24T00:05:44.763130Z,34476,0.257
P,2022-12-24T00:05:56.363130Z,35636,0.363
P,2022-12-24T00:06:03.803130Z,36380,0.367
P,2022-12-24T00:06:08.713130Z,36871,0.157
P,2022-12-24T00:07:54.953130Z,47495,0.114
P,2022-12-24T00:07:57.043130Z,47704,0.136
P,2022-12-24T00:07:58.973130Z,47897,0.158
P,2022-12-24T00:08:07.003130Z,48700,0.692
P,2022-12-24T00:08:08.273130Z,48827,0.560
P,2022-12-24T00:08:14.703130Z,49470,0.104
P,2022-12-24T00:08:17.393130Z,49739,0.376
P,2022-12-24T00:08:34.513130Z,51451,0.611
P,2022-12-24T00:13:29.753130Z,80975,0.316
P,2022-12-24T00:14:40.773130Z,88077,0.105
P,2022-12-24T00:14:46.613130Z,88661,0.123
P,2022-12-24T00:15:05.733130Z,90573,0.473
P,2022-12-24T00:15:08.653130Z,90865,0.567
P,2022-12-24T00:15:12.713130Z,91271,0.415
P,2022-12-24T00:15:18.553130Z,91855,0.462
P,2022-12-24T00:15:26.073130Z,92607,0.318
P,2022-12-24T00:15:34.063130Z,93406,0.143
P,2022-12-24T00:15:54.053130Z,95405,0.171
P,2022-12-24T00:16:46.343130Z,100634,0.117
