phase,time,index,confidence
P,2022-12-23T00:01:06.580000Z,6658,0.126
P,2022-12-23T00:01:30.990000Z,9099,0.245
P,2022-12-23T00:01:37.570000Z,9757,0.252
P,2022-12-23T00:01:56.610000Z,11661,0.148
P,2022-12-23T00:02:09.480000Z,12948,0.107
P,2022-12-23T00:02:14.650000Z,13465,0.165
P,2022-12-23T00:02:24.760000Z,14476,0.128
P,2022-12-23T00:02:27.740000Z,14774,0.125
P,2022-12-23T00:02:31.970000Z,15197,0.391
P,2022-12-23T00:02:48.620000Z,16862,0.140
P,2022-12-23T00:02:56.290000Z,17629,0.271
P,2022-12-23T00:03:01.200000Z,18120,0.770
P,2022-12-23T00:03:08.120000Z,18812,0.301
P,2022-12-23T00:03:15.580000Z,19558,0.218
P,2022-12-23T00:03:20.230000Z,20023,0.280
P,2022-12-23T00:03:24.950000Z,20495,0.190
P,2022-12-23T00:03:30.980000Z,21098,0.728
P,2022-12-23T00:03:38.320000Z,21832,0.314
P,2022-12-23T00:03:41.940000Z,22194,0.734
P,2022-12-23T00:03:50.500000Z,23050,0.665
P,2022-12-23T00:03:58.590000Z,23859,0.545
P,2022-12-23T00:04:05.230000Z,24523,0.718
P,2022-12-23T00:04:14.000000Z,25400,0.521
P,2022-12-23T00:04:15.510000Z,25551,0.323
P,2022-12-23T00:04:20.540000Z,26054,0.657
P,2022-12-23T00:04:42.280000Z,28228,0.858
P,2022-12-23T00:05:07.950000Z,30795,0.270
P,2022-12-23T00:05:09.380000Z,30938,0.194
P,2022-12-23T00:05:14.590000Z,31459,0.209
P,2022-12-23T00:05:20.770000Z,32077,0.202
P,2022-12-23T00:05:36.670000Z,33667,0.117
P,2022-12-23T00:05:50.860000Z,35086,0.816
P,2022-12-23T00:05:52.540000Z,35254,0.192
P,2022-12-23T00:05:53.800000Z,35380,0.782
P,2022-12-23T00:05:56.460000Z,35646,0.170
P,2022-12-23T00:05:59.810000Z,35981,0.475
P,2022-12-23T00:06:02.320000Z,36232,0.955
P,2022-12-23T00:06:05.410000Z,36541,0.148
P,2022-12-23T00:06:18.350000Z,37835,0.839
P,2022-12-23T00:06:22.540000Z,38254,0.296
P,2022-12-23T00:06:30.690000Z,39069,0.311
P,2022-12-23T00:06:35.010000Z,39501,0.650
P,2022-12-23T00:06:36.670000Z,39667,0.518
P,2022-12-23T00:06:39.310000Z,39931,0.116
P,2022-12-23T00:07:08.560000Z,42856,0.172
P,2022-12-23T00:07:11.610000Z,43161,0.167
P,2022-12-23T00:07:13.590000Z,43359,0.334
P,2022-12-23T00:07:21.580000Z,44158,0.116
P,2022-12-23T00:07:33.200000Z,45320,0.175
P,2022-12-23T00:07:46.950000Z,46695,0.115
P,2022-12-23T00:07:51.270000Z,47127,0.221
P,2022-12-23T00:08:02.020000Z,48202,0.226
P,2022-12-23T00:08:10.580000Z,49058,0.240
P,2022-12-23T00:08:27.530000Z,50753,0.346
P,2022-12-23T00:08:29.100000Z,50910,0.102
P,2022-12-23T00:08:48.750000Z,52875,0.115
