phase,time,index,confidence
P,2022-12-24T00:06:45.350000Z,40535,0.677
P,2022-12-24T00:07:37.990000Z,45799,0.360
P,2022-12-24T00:07:43.800000Z,46380,0.163
P,2022-12-24T00:07:51.190000Z,47119,0.319
P,2022-12-24T00:17:43.950000Z,106395,0.166
P,2022-12-24T00:19:08.220000Z,114822,0.125
P,2022-12-24T00:19:15.740000Z,115574,0.252
P,2022-12-24T00:19:18.360000Z,115836,0.207
P,2022-12-24T00:19:24.120000Z,116412,0.106
P,2022-12-24T00:22:55.570000Z,137557,0.121
P,2022-12-24T00:24:53.700000Z,149370,0.299
P,2022-12-24T00:27:05.980000Z,162598,0.364
P,2022-12-24T00:27:09.500000Z,162950,0.118
P,2022-12-24T00:27:13.940000Z,163394,0.934
P,2022-12-24T00:28:02.330000Z,168233,0.143
P,2022-12-24T00:28:46.290000Z,172629,0.287
P,2022-12-24T00:29:12.000000Z,175200,0.357
P,2022-12-24T00:29:38.860000Z,177886,0.802
P,2022-12-24T00:30:11.860000Z,181186,0.761
P,2022-12-24T00:30:40.740000Z,184074,0.264
P,2022-12-24T00:30:46.080000Z,184608,0.589
P,2022-12-24T00:33:13.140000Z,199314,0.350
P,2022-12-24T00:33:21.150000Z,200115,0.170
P,2022-12-24T00:33:25.140000Z,200514,0.350
P,2022-12-24T00:34:55.750000Z,209575,0.211
P,2022-12-24T00:35:07.590000Z,210759,0.377
P,2022-12-24T00:35:13.020000Z,211302,0.325
P,2022-12-24T00:35:16.220000Z,211622,0.231
P,2022-12-24T00:39:15.990000Z,235599,0.300
P,2022-12-24T00:43:58.400000Z,263840,0.251
P,2022-12-24T00:46:41.810000Z,280181,0.300
P,2022-12-24T00:47:05.250000Z,282525,0.153
P,2022-12-24T00:47:13.420000Z,283342,0.126
P,2022-12-24T00:49:53.720000Z,299372,0.258
P,2022-12-24T00:49:56.120000Z,299612,0.261
P,2022-12-24T00:50:08.910000Z,300891,0.282
P,2022-12-24T00:50:31.730000Z,303173,0.213
P,2022-12-24T00:50:51.630000Z,305163,0.139
P,2022-12-24T00:52:57.250000Z,317725,0.345
P,2022-12-24T00:53:01.540000Z,318154,0.240
P,2022-12-24T00:53:02.970000Z,318297,0.106
P,2022-12-24T00:53:22.750000Z,320275,0.565
P,2022-12-24T00:53:31.770000Z,321177,0.195
P,2022-12-24T00:53:41.160000Z,322116,0.204
P,2022-12-24T00:56:15.300000Z,337530,0.110
P,2022-12-24T01:12:43.780000Z,436378,0.106
P,2022-12-24T01:14:41.740000Z,448174,0.240
P,2022-12-24T01:14:43.490000Z,448349,0.594
P,2022-12-24T01:14:45.160000Z,448516,0.321
P,2022-12-24T01:15:09.670000Z,450967,0.337
P,2022-12-24T01:15:13.680000Z,451368,0.140
