phase,time,index,confidence
P,2022-12-26T00:01:00.240000Z,6024,0.108
P,2022-12-26T00:01:13.470000Z,7347,0.247
P,2022-12-26T00:02:00.250000Z,12025,0.117
P,2022-12-26T00:02:30.200000Z,15020,0.125
P,2022-12-26T00:02:35.800000Z,15580,0.167
P,2022-12-26T00:03:00.060000Z,18006,0.122
P,2022-12-26T00:03:18.890000Z,19889,0.578
P,2022-12-26T00:05:04.420000Z,30442,0.101
P,2022-12-26T00:05:30.260000Z,33026,0.117
P,2022-12-26T00:06:11.640000Z,37164,0.112
P,2022-12-26T00:06:15.150000Z,37515,0.135
P,2022-12-26T00:06:30.350000Z,39035,0.107
P,2022-12-26T00:07:38.950000Z,45895,0.109
P,2022-12-26T00:08:06.070000Z,48607,0.166
P,2022-12-26T00:08:47.160000Z,52716,0.132
P,2022-12-26T00:09:32.090000Z,57209,0.286
P,2022-12-26T00:10:00.200000Z,60020,0.193
P,2022-12-26T00:10:13.140000Z,61314,0.157
P,2022-12-26T00:10:45.900000Z,64590,0.381
P,2022-12-26T00:11:00.440000Z,66044,0.161
P,2022-12-26T00:11:30.460000Z,69046,0.157
P,2022-12-26T00:11:46.870000Z,70687,0.115
P,2022-12-26T00:12:30.400000Z,75040,0.128
P,2022-12-26T00:16:30.550000Z,99055,0.190
P,2022-12-26T00:18:00.510000Z,108051,0.195
P,2022-12-26T00:18:30.520000Z,111052,0.118
P,2022-12-26T00:18:53.730000Z,113373,0.180
P,2022-12-26T00:19:30.540000Z,117054,0.108
P,2022-12-26T00:20:00.550000Z,120055,0.143
P,2022-12-26T00:20:50.730000Z,125073,0.148
P,2022-12-26T00:21:00.630000Z,126063,0.130
P,2022-12-26T00:21:17.300000Z,127730,0.124
P,2022-12-26T00:21:19.450000Z,127945,0.187
P,2022-12-26T00:21:21.680000Z,128168,0.133
P,2022-12-26T00:21:27.960000Z,128796,0.104
P,2022-12-26T00:22:09.400000Z,132940,0.113
P,2022-12-26T00:23:09.420000Z,138942,0.112
P,2022-12-26T00:24:30.640000Z,147064,0.183
P,2022-12-26T00:24:49.510000Z,148951,0.433
P,2022-12-26T00:25:18.420000Z,151842,0.104
P,2022-12-26T00:25:30.660000Z,153066,0.106
P,2022-12-26T00:25:39.140000Z,153914,0.138
P,2022-12-26T00:28:00.710000Z,168071,0.249
P,2022-12-26T00:29:00.730000Z,174073,0.110
P,2022-12-26T00:29:29.840000Z,176984,0.134
P,2022-12-26T00:29:34.670000Z,177467,0.109
P,2022-12-26T00:30:00.960000Z,180096,0.118
P,2022-12-26T00:30:18.040000Z,181804,0.335
P,2022-12-26T00:30:30.760000Z,183076,0.120
P,2022-12-26T00:30:50.130000Z,185013,0.192
P,2022-12-26T00:31:23.590000Z,188359,0.238
P,2022-12-26T00:31:30.780000Z,189078,0.139
P,2022-12-26T00:31:50.450000Z,191045,0.103
P,2022-12-26T00:32:30.800000Z,195080,0.118
P,2022-12-26T00:33:00.880000Z,198088,0.116
P,2022-12-26T00:33:30.820000Z,201082,0.150
P,2022-12-26T00:33:34.910000Z,201491,0.125
P,2022-12-26T00:34:00.830000Z,204083,0.113
P,2022-12-26T00:34:31.970000Z,207197,0.119
P,2022-12-26T00:35:22.300000Z,212230,0.102
P,2022-12-26T00:36:30.950000Z,219095,0.143
P,2022-12-26T00:36:59.380000Z,221938,0.273
P,2022-12-26T00:37:00.890000Z,222089,0.103
P,2022-12-26T00:37:35.390000Z,225539,0.145
P,2022-12-26T00:38:30.980000Z,231098,0.184
P,2022-12-26T00:39:31.020000Z,237102,0.108
P,2022-12-26T00:41:30.980000Z,249098,0.147
P,2022-12-26T00:42:00.990000Z,252099,0.176
P,2022-12-26T00:43:01.090000Z,258109,0.206
P,2022-12-26T00:43:08.380000Z,258838,0.142
P,2022-12-26T00:43:11.820000Z,259182,0.110
P,2022-12-26T00:43:26.930000Z,260693,0.115
P,2022-12-26T00:43:31.000000Z,261100,0.349
P,2022-12-26T00:43:43.030000Z,262303,0.107
P,2022-12-26T00:44:19.600000Z,265960,0.108
P,2022-12-26T00:44:31.520000Z,267152,0.205
P,2022-12-26T00:45:06.340000Z,270634,0.123
P,2022-12-26T00:45:38.440000Z,273844,0.232
P,2022-12-26T00:46:27.340000Z,278734,0.186
P,2022-12-26T00:47:01.170000Z,282117,0.106
P,2022-12-26T00:48:19.370000Z,289937,0.141
P,2022-12-26T00:48:25.280000Z,290528,0.102
P,2022-12-26T00:48:31.190000Z,291119,0.168
P,2022-12-26T00:49:01.130000Z,294113,0.125
P,2022-12-26T00:49:17.470000Z,295747,0.200
P,2022-12-26T00:49:19.050000Z,295905,0.151
P,2022-12-26T00:49:31.140000Z,297114,0.138
P,2022-12-26T00:49:48.590000Z,298859,0.192
P,2022-12-26T00:50:01.230000Z,300123,0.180
P,2022-12-26T00:50:31.170000Z,303117,0.221
P,2022-12-26T00:51:01.230000Z,306123,0.317
P,2022-12-26T00:51:31.240000Z,309124,0.236
P,2022-12-26T00:52:18.780000Z,313878,0.109
P,2022-12-26T00:53:01.700000Z,318170,0.133
P,2022-12-26T00:55:31.330000Z,333133,0.108
P,2022-12-26T00:55:55.540000Z,335554,0.142
P,2022-12-26T00:56:01.760000Z,336176,0.249
P,2022-12-26T00:56:07.450000Z,336745,0.256
P,2022-12-26T00:57:31.300000Z,345130,0.146
P,2022-12-26T00:58:01.310000Z,348131,0.329
P,2022-12-26T00:59:20.710000Z,356071,0.155
P,2022-12-26T00:59:31.420000Z,357142,0.117
P,2022-12-26T00:59:34.070000Z,357407,0.121
P,2022-12-26T01:00:31.440000Z,363144,0.116
P,2022-12-26T01:00:42.870000Z,364287,0.103
P,2022-12-26T01:01:24.250000Z,368425,0.230
P,2022-12-26T01:02:39.880000Z,375988,0.252
P,2022-12-26T01:03:01.490000Z,378149,0.101
P,2022-12-26T01:03:15.660000Z,379566,0.103
P,2022-12-26T01:03:39.740000Z,381974,0.201
P,2022-12-26T01:04:42.190000Z,388219,0.220
P,2022-12-26T01:06:01.470000Z,396147,0.110
P,2022-12-26T01:06:38.100000Z,399810,0.124
P,2022-12-26T01:07:01.490000Z,402149,0.123
P,2022-12-26T01:07:56.140000Z,407614,0.182
P,2022-12-26T01:08:31.520000Z,411152,0.189
P,2022-12-26T01:09:01.530000Z,414153,0.141
P,2022-12-26T01:10:09.880000Z,420988,0.116
P,2022-12-26T01:10:15.640000Z,421564,0.118
P,2022-12-26T01:11:01.570000Z,426157,0.124
P,2022-12-26T01:12:01.590000Z,432159,0.152
P,2022-12-26T01:12:17.120000Z,433712,0.365
P,2022-12-26T01:12:31.680000Z,435168,0.126
P,2022-12-26T01:12:43.160000Z,436316,0.213
P,2022-12-26T01:13:38.110000Z,441811,0.102
P,2022-12-26T01:13:54.440000Z,443444,0.250
P,2022-12-26T01:14:06.640000Z,444664,0.160
P,2022-12-26T01:15:01.730000Z,450173,0.142
P,2022-12-26T01:15:11.250000Z,451125,0.181
