phase,time,confidence
P,2022-12-20T17:37:23.508400Z,0.303
P,2022-12-20T17:37:26.348400Z,0.546
P,2022-12-20T17:37:33.098400Z,0.395
P,2022-12-20T17:37:38.418400Z,0.105
P,2022-12-20T17:37:44.418400Z,0.482
P,2022-12-20T17:38:09.048400Z,0.127
P,2022-12-20T17:38:14.658400Z,0.603
P,2022-12-20T17:38:19.778400Z,0.960
P,2022-12-20T17:38:23.898400Z,0.204
P,2022-12-20T17:38:31.148400Z,0.874
P,2022-12-20T17:38:40.778400Z,0.908
P,2022-12-20T17:38:46.668400Z,0.305
P,2022-12-20T17:38:58.058400Z,0.985
P,2022-12-20T17:39:18.598400Z,0.218
P,2022-12-20T17:39:21.188400Z,0.105
P,2022-12-20T17:39:34.778400Z,0.569
P,2022-12-20T17:39:53.598400Z,0.765
P,2022-12-20T17:40:08.618400Z,0.246
P,2022-12-20T17:40:31.988400Z,0.111
P,2022-12-20T17:40:36.138400Z,0.188
P,2022-12-20T17:41:01.388400Z,0.984
P,2022-12-20T17:41:40.838400Z,0.875
P,2022-12-20T17:41:46.508400Z,0.347
P,2022-12-20T17:41:50.338400Z,0.331
P,2022-12-20T17:41:56.118400Z,0.716
P,2022-12-20T17:42:07.818400Z,0.946
P,2022-12-20T17:42:45.138400Z,0.131
P,2022-12-20T17:42:52.038400Z,0.201
P,2022-12-20T17:42:57.678400Z,0.190
P,2022-12-20T17:43:20.348400Z,0.132
P,2022-12-20T17:43:26.798400Z,0.926
P,2022-12-20T17:43:41.598400Z,0.384
P,2022-12-20T17:44:09.208400Z,0.232
P,2022-12-20T17:44:37.128400Z,0.126
P,2022-12-20T17:44:47.498400Z,0.112
P,2022-12-20T17:44:52.988400Z,0.958
P,2022-12-20T17:44:58.548400Z,0.112
P,2022-12-20T17:45:19.698400Z,0.170
P,2022-12-20T17:45:22.568400Z,0.259
P,2022-12-20T17:45:27.238400Z,0.154
P,2022-12-20T17:45:59.638400Z,0.978
P,2022-12-20T17:46:03.718400Z,0.829
P,2022-12-20T17:46:15.168400Z,0.720
P,2022-12-20T17:46:41.278400Z,0.337
P,2022-12-20T17:46:54.618400Z,0.961
P,2022-12-20T17:47:21.388400Z,0.233
P,2022-12-20T17:47:33.178400Z,0.106
P,2022-12-20T17:48:10.248400Z,0.417
P,2022-12-20T17:48:18.328400Z,0.981
P,2022-12-20T17:48:51.378400Z,0.161
P,2022-12-20T17:49:30.808400Z,0.964
P,2022-12-20T17:49:57.288400Z,0.896
P,2022-12-20T17:49:59.608400Z,0.705
P,2022-12-20T17:50:02.868400Z,0.319
P,2022-12-20T17:50:05.298400Z,0.830
P,2022-12-20T17:50:09.908400Z,0.106
P,2022-12-20T17:50:26.348400Z,0.866
P,2022-12-20T17:50:28.928400Z,0.359
P,2022-12-20T17:50:32.488400Z,0.204
P,2022-12-20T17:50:37.488400Z,0.211
P,2022-12-20T17:50:53.588400Z,0.962
P,2022-12-20T17:51:14.788400Z,0.795
P,2022-12-20T17:51:45.648400Z,0.734
P,2022-12-20T17:51:54.758400Z,0.980
P,2022-12-20T17:52:10.808400Z,0.715
P,2022-12-20T17:52:16.748400Z,0.929
P,2022-12-20T17:52:41.538400Z,0.892
P,2022-12-20T17:52:47.348400Z,0.112
P,2022-12-20T17:53:15.118400Z,0.584
P,2022-12-20T17:53:38.268400Z,0.913
P,2022-12-20T17:53:39.368400Z,0.373
P,2022-12-20T17:53:44.188400Z,0.143
P,2022-12-20T17:53:59.988400Z,0.710
P,2022-12-20T17:54:25.128400Z,0.882
P,2022-12-20T17:54:30.448400Z,0.481
P,2022-12-20T17:54:35.888400Z,0.325
P,2022-12-20T17:54:39.138400Z,0.848
P,2022-12-20T17:54:45.808400Z,0.189
P,2022-12-20T17:55:00.418400Z,0.267
P,2022-12-20T17:55:16.518400Z,0.965
P,2022-12-20T17:55:18.828400Z,0.732
P,2022-12-20T17:55:39.028400Z,0.203
P,2022-12-20T17:56:13.378400Z,0.990
P,2022-12-20T17:56:43.428400Z,0.887
P,2022-12-20T17:56:45.108400Z,0.102
P,2022-12-20T17:56:48.558400Z,0.152
P,2022-12-20T17:56:54.268400Z,0.958
P,2022-12-20T17:56:59.618400Z,0.141
P,2022-12-20T17:57:48.868400Z,0.107
P,2022-12-20T17:57:54.518400Z,0.353
P,2022-12-20T17:58:01.088400Z,0.836
P,2022-12-20T17:58:09.598400Z,0.972
P,2022-12-20T17:58:47.748400Z,0.215
P,2022-12-20T17:58:50.588400Z,0.196
P,2022-12-20T17:58:54.178400Z,0.984
P,2022-12-20T17:59:20.468400Z,0.947
P,2022-12-20T17:59:50.718400Z,0.808
P,2022-12-20T18:00:29.898400Z,0.817
P,2022-12-20T18:00:35.418400Z,0.258
P,2022-12-20T18:00:41.908400Z,0.737
P,2022-12-20T18:00:43.158400Z,0.330
P,2022-12-20T18:00:56.548400Z,0.827
P,2022-12-20T18:00:58.348400Z,0.848
P,2022-12-20T18:01:01.388400Z,0.138
P,2022-12-20T18:01:16.558400Z,0.912
P,2022-12-20T18:01:26.458400Z,0.775
P,2022-12-20T18:02:10.518400Z,0.535
P,2022-12-20T18:02:50.938400Z,0.634
P,2022-12-20T18:03:29.138400Z,0.163
P,2022-12-20T18:03:45.808400Z,0.979
P,2022-12-20T18:04:24.178400Z,0.990
P,2022-12-20T18:04:33.228400Z,0.101
P,2022-12-20T18:04:40.048400Z,0.357
P,2022-12-20T18:04:45.668400Z,0.519
P,2022-12-20T18:04:51.698400Z,0.117
P,2022-12-20T18:04:57.628400Z,0.103
P,2022-12-20T18:05:20.728400Z,0.280
P,2022-12-20T18:05:29.528400Z,0.238
P,2022-12-20T18:05:39.748400Z,0.553
P,2022-12-20T18:05:47.858400Z,0.555
P,2022-12-20T18:06:47.658400Z,0.151
P,2022-12-20T18:06:54.978400Z,0.981
P,2022-12-20T18:07:00.228400Z,0.628
P,2022-12-20T18:07:17.178400Z,0.750
P,2022-12-20T18:07:27.518400Z,0.658
P,2022-12-20T18:07:38.998400Z,0.989
P,2022-12-20T18:08:05.978400Z,0.757
P,2022-12-20T18:08:08.228400Z,0.107
P,2022-12-20T18:08:25.168400Z,0.982
P,2022-12-20T18:08:49.938400Z,0.830
P,2022-12-20T18:08:55.768400Z,0.116
P,2022-12-20T18:09:07.578400Z,0.975
P,2022-12-20T18:09:25.128400Z,0.156
P,2022-12-20T18:09:55.518400Z,0.981
P,2022-12-20T18:10:08.738400Z,0.162
P,2022-12-20T18:10:28.018400Z,0.669
P,2022-12-20T18:10:33.338400Z,0.110
P,2022-12-20T18:10:39.898400Z,0.764
P,2022-12-20T18:10:48.368400Z,0.979
P,2022-12-20T18:10:54.138400Z,0.108
P,2022-12-20T18:11:21.478400Z,0.960
P,2022-12-20T18:11:56.468400Z,0.122
P,2022-12-20T18:12:04.888400Z,0.935
P,2022-12-20T18:12:17.188400Z,0.483
P,2022-12-20T18:12:28.358400Z,0.628
P,2022-12-20T18:12:34.138400Z,0.162
P,2022-12-20T18:12:56.318400Z,0.366
P,2022-12-20T18:13:01.278400Z,0.219
P,2022-12-20T18:13:05.058400Z,0.153
P,2022-12-20T18:13:07.488400Z,0.280
P,2022-12-20T18:13:10.438400Z,0.182
P,2022-12-20T18:13:17.228400Z,0.766
P,2022-12-20T18:13:22.198400Z,0.843
P,2022-12-20T18:13:44.208400Z,0.973
P,2022-12-20T18:13:50.368400Z,0.117
P,2022-12-20T18:13:51.878400Z,0.103
P,2022-12-20T18:14:07.898400Z,0.140
P,2022-12-20T18:14:16.208400Z,0.331
P,2022-12-20T18:14:20.288400Z,0.987
P,2022-12-20T18:14:55.508400Z,0.897
P,2022-12-20T18:15:32.718400Z,0.990
P,2022-12-20T18:15:56.888400Z,0.100
P,2022-12-20T18:16:08.038400Z,0.290
P,2022-12-20T18:16:58.508400Z,0.221
P,2022-12-20T18:17:01.538400Z,0.182
P,2022-12-20T18:17:12.818400Z,0.218
P,2022-12-20T18:17:24.468400Z,0.426
P,2022-12-20T18:17:38.038400Z,0.315
P,2022-12-20T18:17:44.038400Z,0.699
P,2022-12-20T18:17:48.448400Z,0.992
P,2022-12-20T18:18:18.618400Z,0.985
P,2022-12-20T18:18:33.208400Z,0.984
P,2022-12-20T18:18:56.458400Z,0.791
P,2022-12-20T18:19:01.578400Z,0.367
P,2022-12-20T18:19:16.428400Z,0.655
P,2022-12-20T18:19:22.048400Z,0.258
P,2022-12-20T18:19:46.878400Z,0.802
P,2022-12-20T18:19:48.988400Z,0.965
P,2022-12-20T18:20:04.058400Z,0.887
P,2022-12-20T18:20:42.248400Z,0.987
P,2022-12-20T18:20:52.018400Z,0.115
P,2022-12-20T18:21:12.808400Z,0.140
P,2022-12-20T18:21:16.258400Z,0.251
P,2022-12-20T18:21:22.028400Z,0.104
P,2022-12-20T18:21:26.068400Z,0.437
P,2022-12-20T18:21:31.678400Z,0.235
P,2022-12-20T18:21:41.398400Z,0.640
P,2022-12-20T18:21:45.748400Z,0.975
P,2022-12-20T18:21:51.618400Z,0.209
P,2022-12-20T18:22:10.948400Z,0.897
P,2022-12-20T18:22:27.198400Z,0.974
P,2022-12-20T18:22:48.778400Z,0.245
P,2022-12-20T18:22:50.648400Z,0.959
P,2022-12-20T18:22:54.948400Z,0.143
P,2022-12-20T18:23:01.888400Z,0.600
P,2022-12-20T18:23:07.708400Z,0.252
P,2022-12-20T18:23:10.898400Z,0.453
P,2022-12-20T18:23:24.768400Z,0.967
P,2022-12-20T18:23:48.328400Z,0.673
P,2022-12-20T18:24:19.088400Z,0.110
P,2022-12-20T18:24:28.818400Z,0.596
P,2022-12-20T18:24:30.978400Z,0.776
P,2022-12-20T18:25:25.488400Z,0.983
P,2022-12-20T18:26:27.088400Z,0.964
P,2022-12-20T18:26:48.618400Z,0.976
P,2022-12-20T18:26:54.098400Z,0.174
P,2022-12-20T18:27:03.508400Z,0.626
P,2022-12-20T18:27:07.688400Z,0.840
P,2022-12-20T18:27:35.668400Z,0.105
P,2022-12-20T18:29:07.198400Z,0.771
P,2022-12-20T18:29:20.528400Z,0.135
P,2022-12-20T18:29:42.998400Z,0.137
P,2022-12-20T18:29:44.298400Z,0.951
P,2022-12-20T18:29:53.878400Z,0.513
P,2022-12-20T18:30:11.888400Z,0.349
P,2022-12-20T18:30:26.828400Z,0.946
P,2022-12-20T18:30:32.838400Z,0.666
P,2022-12-20T18:30:42.488400Z,0.976
P,2022-12-20T18:31:05.328400Z,0.229
P,2022-12-20T18:31:46.108400Z,0.975
P,2022-12-20T18:31:52.238400Z,0.189
P,2022-12-20T18:32:17.868400Z,0.924
P,2022-12-20T18:32:36.438400Z,0.147
P,2022-12-20T18:32:39.518400Z,0.120
P,2022-12-20T18:32:46.728400Z,0.549
P,2022-12-20T18:32:49.638400Z,0.270
P,2022-12-20T18:33:00.798400Z,0.989
P,2022-12-20T18:33:28.128400Z,0.410
P,2022-12-20T18:33:59.008400Z,0.538
P,2022-12-20T18:34:07.188400Z,0.949
P,2022-12-20T18:34:51.458400Z,0.342
P,2022-12-20T18:34:55.038400Z,0.935
P,2022-12-20T18:34:58.148400Z,0.167
P,2022-12-20T18:35:13.168400Z,0.596
P,2022-12-20T18:35:18.808400Z,0.693
P,2022-12-20T18:35:25.328400Z,0.978
P,2022-12-20T18:35:31.078400Z,0.704
P,2022-12-20T18:35:41.498400Z,0.102
P,2022-12-20T18:35:46.388400Z,0.571
P,2022-12-20T18:35:52.208400Z,0.948
P,2022-12-20T18:35:55.488400Z,0.981
P,2022-12-20T18:36:49.868400Z,0.967
P,2022-12-20T18:36:55.808400Z,0.104
P,2022-12-20T18:37:05.038400Z,0.914
P,2022-12-20T18:37:14.238400Z,0.370
P,2022-12-20T18:37:40.748400Z,0.240
P,2022-12-20T18:37:58.458400Z,0.395
P,2022-12-20T18:38:50.678400Z,0.160
P,2022-12-20T18:38:52.568400Z,0.856
P,2022-12-20T18:38:58.608400Z,0.118
P,2022-12-20T18:39:15.838400Z,0.310
P,2022-12-20T18:39:35.678400Z,0.888
P,2022-12-20T18:39:41.348400Z,0.140
P,2022-12-20T18:39:57.328400Z,0.843
P,2022-12-20T18:40:31.548400Z,0.874
P,2022-12-20T18:40:37.328400Z,0.992
P,2022-12-20T18:40:59.918400Z,0.981
P,2022-12-20T18:41:17.418400Z,0.211
P,2022-12-20T18:41:20.428400Z,0.245
P,2022-12-20T18:41:22.428400Z,0.335
P,2022-12-20T18:41:34.248400Z,0.954
P,2022-12-20T18:41:39.748400Z,0.113
P,2022-12-20T18:41:56.968400Z,0.735
P,2022-12-20T18:42:02.498400Z,0.368
P,2022-12-20T18:42:05.128400Z,0.845
P,2022-12-20T18:42:23.328400Z,0.300
P,2022-12-20T18:43:50.918400Z,0.137
P,2022-12-20T18:43:56.038400Z,0.337
P,2022-12-20T18:44:04.008400Z,0.184
P,2022-12-20T18:44:15.398400Z,0.960
P,2022-12-20T18:44:23.938400Z,0.265
P,2022-12-20T18:44:47.478400Z,0.667
P,2022-12-20T18:44:59.458400Z,0.988
P,2022-12-20T18:45:30.148400Z,0.427
P,2022-12-20T18:45:33.758400Z,0.224
P,2022-12-20T18:45:44.968400Z,0.710
P,2022-12-20T18:45:50.268400Z,0.116
P,2022-12-20T18:45:53.248400Z,0.962
P,2022-12-20T18:46:10.288400Z,0.422
P,2022-12-20T18:46:41.648400Z,0.337
P,2022-12-20T18:46:49.258400Z,0.751
P,2022-12-20T18:47:03.688400Z,0.570
P,2022-12-20T18:47:11.588400Z,0.597
P,2022-12-20T18:47:25.838400Z,0.990
P,2022-12-20T18:47:52.608400Z,0.238
P,2022-12-20T18:47:54.498400Z,0.190
P,2022-12-20T18:47:58.938400Z,0.524
P,2022-12-20T18:48:05.798400Z,0.166
P,2022-12-20T18:48:10.798400Z,0.407
P,2022-12-20T18:48:13.018400Z,0.573
P,2022-12-20T18:48:24.128400Z,0.978
P,2022-12-20T18:49:02.578400Z,0.990
P,2022-12-20T18:49:24.898400Z,0.455
P,2022-12-20T18:49:44.308400Z,0.391
P,2022-12-20T18:49:52.598400Z,0.130
P,2022-12-20T18:49:56.898400Z,0.832
P,2022-12-20T18:50:05.938400Z,0.135
P,2022-12-20T18:50:21.328400Z,0.975
P,2022-12-20T18:50:33.348400Z,0.978
P,2022-12-20T18:50:38.848400Z,0.200
P,2022-12-20T18:51:11.448400Z,0.234
P,2022-12-20T18:51:14.578400Z,0.966
P,2022-12-20T18:51:17.238400Z,0.256
P,2022-12-20T18:51:31.078400Z,0.713
P,2022-12-20T18:51:58.668400Z,0.658
P,2022-12-20T18:52:04.918400Z,0.136
P,2022-12-20T18:52:17.438400Z,0.289
P,2022-12-20T18:52:40.708400Z,0.322
P,2022-12-20T18:52:43.348400Z,0.119
P,2022-12-20T18:52:48.418400Z,0.189
P,2022-12-20T18:52:49.708400Z,0.389
P,2022-12-20T18:52:59.918400Z,0.921
P,2022-12-20T18:53:06.428400Z,0.303
P,2022-12-20T18:53:17.298400Z,0.972
P,2022-12-20T18:53:22.668400Z,0.116
P,2022-12-20T18:53:48.808400Z,0.916
P,2022-12-20T18:53:55.218400Z,0.659
P,2022-12-20T18:54:22.688400Z,0.135
P,2022-12-20T18:54:56.388400Z,0.108
P,2022-12-20T18:55:00.408400Z,0.702
P,2022-12-20T18:55:02.628400Z,0.874
P,2022-12-20T18:55:16.808400Z,0.353
P,2022-12-20T18:55:46.268400Z,0.962
P,2022-12-20T18:55:52.068400Z,0.128
P,2022-12-20T18:56:13.288400Z,0.738
P,2022-12-20T18:56:17.738400Z,0.125
P,2022-12-20T18:56:23.598400Z,0.676
P,2022-12-20T18:56:26.878400Z,0.371
P,2022-12-20T18:57:09.348400Z,0.847
P,2022-12-20T18:57:19.908400Z,0.117
P,2022-12-20T18:57:21.258400Z,0.990
P,2022-12-20T18:57:27.078400Z,0.835
P,2022-12-20T18:57:44.388400Z,0.979
P,2022-12-20T18:58:06.798400Z,0.959
P,2022-12-20T18:59:06.698400Z,0.962
P,2022-12-20T18:59:24.448400Z,0.127
P,2022-12-20T18:59:27.118400Z,0.833
P,2022-12-20T18:59:33.198400Z,0.172
P,2022-12-20T18:59:35.248400Z,0.910
P,2022-12-20T18:59:56.518400Z,0.981
P,2022-12-20T19:00:14.318400Z,0.826
P,2022-12-20T19:00:22.808400Z,0.109
P,2022-12-20T19:00:51.698400Z,0.976
P,2022-12-20T19:01:11.018400Z,0.200
P,2022-12-20T19:01:16.698400Z,0.229
P,2022-12-20T19:01:24.648400Z,0.111
P,2022-12-20T19:01:39.128400Z,0.896
P,2022-12-20T19:01:48.208400Z,0.430
P,2022-12-20T19:02:44.788400Z,0.979
P,2022-12-20T19:02:55.258400Z,0.107
P,2022-12-20T19:03:14.538400Z,0.259
P,2022-12-20T19:03:21.368400Z,0.281
P,2022-12-20T19:03:25.868400Z,0.359
P,2022-12-20T19:03:37.758400Z,0.203
P,2022-12-20T19:03:48.738400Z,0.899
P,2022-12-20T19:03:51.428400Z,0.115
P,2022-12-20T19:04:21.128400Z,0.918
P,2022-12-20T19:04:26.728400Z,0.115
P,2022-12-20T19:05:01.558400Z,0.944
P,2022-12-20T19:05:25.608400Z,0.905
P,2022-12-20T19:05:30.578400Z,0.233
P,2022-12-20T19:05:42.388400Z,0.219
P,2022-12-20T19:05:51.848400Z,0.343
P,2022-12-20T19:06:13.978400Z,0.924
P,2022-12-20T19:06:30.528400Z,0.984
P,2022-12-20T19:06:54.208400Z,0.291
P,2022-12-20T19:07:01.308400Z,0.851
P,2022-12-20T19:07:06.728400Z,0.145
P,2022-12-20T19:07:11.348400Z,0.103
P,2022-12-20T19:07:33.248400Z,0.975
P,2022-12-20T19:07:55.178400Z,0.645
P,2022-12-20T19:08:03.438400Z,0.202
P,2022-12-20T19:08:14.298400Z,0.921
P,2022-12-20T19:08:19.658400Z,0.114
P,2022-12-20T19:08:27.088400Z,0.958
P,2022-12-20T19:08:52.458400Z,0.874
P,2022-12-20T19:09:27.558400Z,0.349
P,2022-12-20T19:09:33.258400Z,0.247
P,2022-12-20T19:10:17.978400Z,0.651
P,2022-12-20T19:10:21.478400Z,0.329
P,2022-12-20T19:10:25.408400Z,0.187
P,2022-12-20T19:10:31.528400Z,0.184
P,2022-12-20T19:10:40.768400Z,0.832
P,2022-12-20T19:10:44.748400Z,0.832
P,2022-12-20T19:11:13.098400Z,0.137
P,2022-12-20T19:11:27.248400Z,0.990
P,2022-12-20T19:11:50.988400Z,0.330
P,2022-12-20T19:12:30.738400Z,0.851
P,2022-12-20T19:12:34.378400Z,0.255
P,2022-12-20T19:12:44.638400Z,0.118
P,2022-12-20T19:13:02.188400Z,0.115
P,2022-12-20T19:13:10.008400Z,0.662
P,2022-12-20T19:13:11.118400Z,0.399
P,2022-12-20T19:13:14.798400Z,0.252
P,2022-12-20T19:13:41.668400Z,0.194
P,2022-12-20T19:14:08.678400Z,0.545
P,2022-12-20T19:14:17.828400Z,0.215
P,2022-12-20T19:14:38.588400Z,0.513
P,2022-12-20T19:14:46.818400Z,0.200
P,2022-12-20T19:15:03.588400Z,0.941
P,2022-12-20T19:15:08.608400Z,0.164
P,2022-12-20T19:15:24.708400Z,0.976
P,2022-12-20T19:15:44.288400Z,0.189
P,2022-12-20T19:15:57.768400Z,0.598
P,2022-12-20T19:16:09.858400Z,0.949
P,2022-12-20T19:16:37.088400Z,0.956
P,2022-12-20T19:16:48.328400Z,0.165
P,2022-12-20T19:17:13.058400Z,0.986
P,2022-12-20T19:17:27.428400Z,0.273
P,2022-12-20T19:17:32.728400Z,0.225
P,2022-12-20T19:18:40.478400Z,0.896
P,2022-12-20T19:18:50.588400Z,0.951
P,2022-12-20T19:18:52.418400Z,0.661
P,2022-12-20T19:18:57.668400Z,0.200
P,2022-12-20T19:19:07.618400Z,0.979
P,2022-12-20T19:19:24.428400Z,0.329
P,2022-12-20T19:19:48.068400Z,0.843
P,2022-12-20T19:19:51.918400Z,0.974
P,2022-12-20T19:20:24.428400Z,0.873
P,2022-12-20T19:20:58.718400Z,0.543
P,2022-12-20T19:21:03.738400Z,0.966
P,2022-12-20T19:21:20.518400Z,0.451
P,2022-12-20T19:21:24.648400Z,0.204
P,2022-12-20T19:21:29.208400Z,0.905
P,2022-12-20T19:21:34.818400Z,0.662
P,2022-12-20T19:21:49.308400Z,0.133
P,2022-12-20T19:22:11.438400Z,0.287
P,2022-12-20T19:22:26.428400Z,0.835
P,2022-12-20T19:22:35.888400Z,0.157
P,2022-12-20T19:22:48.178400Z,0.280
P,2022-12-20T19:22:53.618400Z,0.848
P,2022-12-20T19:22:58.668400Z,0.171
P,2022-12-20T19:23:09.778400Z,0.986
P,2022-12-20T19:23:15.078400Z,0.628
P,2022-12-20T19:23:37.348400Z,0.714
P,2022-12-20T19:24:04.978400Z,0.977
P,2022-12-20T19:24:24.978400Z,0.243
P,2022-12-20T19:24:47.248400Z,0.978
P,2022-12-20T19:24:53.298400Z,0.125
P,2022-12-20T19:25:37.718400Z,0.818
P,2022-12-20T19:25:43.238400Z,0.905
P,2022-12-20T19:26:00.988400Z,0.116
P,2022-12-20T19:26:12.558400Z,0.169
P,2022-12-20T19:26:21.778400Z,0.383
P,2022-12-20T19:26:34.688400Z,0.969
P,2022-12-20T19:26:44.318400Z,0.961
P,2022-12-20T19:26:58.188400Z,0.134
P,2022-12-20T19:27:10.618400Z,0.463
P,2022-12-20T19:27:38.568400Z,0.985
P,2022-12-20T19:28:21.668400Z,0.858
P,2022-12-20T19:28:26.358400Z,0.280
P,2022-12-20T19:28:32.508400Z,0.183
P,2022-12-20T19:29:09.438400Z,0.133
P,2022-12-20T19:29:15.138400Z,0.462
P,2022-12-20T19:29:21.218400Z,0.114
P,2022-12-20T19:29:38.998400Z,0.920
P,2022-12-20T19:29:43.778400Z,0.534
P,2022-12-20T19:30:16.038400Z,0.991
P,2022-12-20T19:31:12.338400Z,0.103
P,2022-12-20T19:32:16.028400Z,0.983
P,2022-12-20T19:32:20.708400Z,0.615
P,2022-12-20T19:32:31.698400Z,0.232
P,2022-12-20T19:32:55.058400Z,0.961
P,2022-12-20T19:33:01.758400Z,0.105
P,2022-12-20T19:33:10.358400Z,0.982
P,2022-12-20T19:33:29.058400Z,0.113
P,2022-12-20T19:33:35.188400Z,0.983
P,2022-12-20T19:33:57.378400Z,0.873
P,2022-12-20T19:34:02.258400Z,0.107
P,2022-12-20T19:34:22.278400Z,0.301
P,2022-12-20T19:34:25.868400Z,0.977
P,2022-12-20T19:35:03.098400Z,0.987
P,2022-12-20T19:35:23.508400Z,0.109
P,2022-12-20T19:35:48.068400Z,0.436
P,2022-12-20T19:35:49.728400Z,0.696
P,2022-12-20T19:36:12.928400Z,0.164
P,2022-12-20T19:36:15.558400Z,0.370
P,2022-12-20T19:36:19.248400Z,0.699
P,2022-12-20T19:36:28.308400Z,0.917
P,2022-12-20T19:36:52.378400Z,0.789
P,2022-12-20T19:36:58.508400Z,0.397
P,2022-12-20T19:37:03.598400Z,0.982
P,2022-12-20T19:37:27.868400Z,0.976
P,2022-12-20T19:37:32.988400Z,0.234
P,2022-12-20T19:37:57.318400Z,0.420
P,2022-12-20T19:38:02.288400Z,0.971
P,2022-12-20T19:38:27.978400Z,0.130
P,2022-12-20T19:38:34.138400Z,0.861
P,2022-12-20T19:39:05.878400Z,0.134
P,2022-12-20T19:39:11.258400Z,0.106
P,2022-12-20T19:39:18.618400Z,0.264
P,2022-12-20T19:39:48.048400Z,0.100
P,2022-12-20T19:40:16.838400Z,0.858
P,2022-12-20T19:40:38.688400Z,0.376
P,2022-12-20T19:41:02.388400Z,0.717
P,2022-12-20T19:41:13.328400Z,0.921
P,2022-12-20T19:41:17.448400Z,0.471
P,2022-12-20T19:41:29.038400Z,0.183
P,2022-12-20T19:41:45.878400Z,0.909
P,2022-12-20T19:41:58.808400Z,0.749
P,2022-12-20T19:42:24.948400Z,0.967
P,2022-12-20T19:42:57.618400Z,0.990
P,2022-12-20T19:43:31.168400Z,0.967
P,2022-12-20T19:44:23.688400Z,0.112
P,2022-12-20T19:44:37.048400Z,0.302
P,2022-12-20T19:45:00.638400Z,0.144
P,2022-12-20T19:45:12.898400Z,0.974
P,2022-12-20T19:45:37.838400Z,0.126
P,2022-12-20T19:45:58.358400Z,0.263
P,2022-12-20T19:46:39.148400Z,0.960
P,2022-12-20T19:47:04.658400Z,0.158
P,2022-12-20T19:47:16.438400Z,0.892
P,2022-12-20T19:47:24.528400Z,0.852
P,2022-12-20T19:47:39.718400Z,0.181
P,2022-12-20T19:47:43.488400Z,0.158
P,2022-12-20T19:47:51.648400Z,0.988
P,2022-12-20T19:47:53.758400Z,0.118
P,2022-12-20T19:47:57.028400Z,0.671
P,2022-12-20T19:48:10.108400Z,0.962
P,2022-12-20T19:48:23.768400Z,0.112
P,2022-12-20T19:48:28.708400Z,0.112
P,2022-12-20T19:48:36.828400Z,0.204
P,2022-12-20T19:49:10.238400Z,0.730
P,2022-12-20T19:49:16.418400Z,0.145
P,2022-12-20T19:49:20.898400Z,0.613
P,2022-12-20T19:49:48.718400Z,0.993
P,2022-12-20T19:49:53.948400Z,0.254
P,2022-12-20T19:51:12.738400Z,0.952
P,2022-12-20T19:52:17.738400Z,0.164
P,2022-12-20T19:52:52.948400Z,0.720
P,2022-12-20T19:52:54.418400Z,0.173
P,2022-12-20T19:53:02.038400Z,0.115
P,2022-12-20T19:53:33.238400Z,0.959
P,2022-12-20T19:53:37.718400Z,0.833
P,2022-12-20T19:53:42.978400Z,0.127
P,2022-12-20T19:54:01.998400Z,0.980
P,2022-12-20T19:54:17.668400Z,0.306
P,2022-12-20T19:54:42.918400Z,0.210
P,2022-12-20T19:54:57.678400Z,0.214
P,2022-12-20T19:55:04.298400Z,0.798
P,2022-12-20T19:55:29.868400Z,0.167
P,2022-12-20T19:55:33.008400Z,0.702
P,2022-12-20T19:55:37.778400Z,0.254
P,2022-12-20T19:55:43.798400Z,0.220
P,2022-12-20T19:55:50.868400Z,0.127
P,2022-12-20T19:56:02.228400Z,0.179
P,2022-12-20T19:56:08.008400Z,0.639
P,2022-12-20T19:56:47.158400Z,0.927
P,2022-12-20T19:57:11.278400Z,0.436
P,2022-12-20T19:57:18.908400Z,0.648
P,2022-12-20T19:57:22.158400Z,0.484
P,2022-12-20T19:57:24.818400Z,0.542
P,2022-12-20T19:57:42.838400Z,0.798
P,2022-12-20T19:57:55.368400Z,0.417
P,2022-12-20T19:58:08.108400Z,0.207
P,2022-12-20T19:58:18.448400Z,0.289
P,2022-12-20T19:58:30.698400Z,0.906
P,2022-12-20T19:58:37.268400Z,0.118
P,2022-12-20T19:58:54.198400Z,0.321
P,2022-12-20T19:59:09.938400Z,0.140
P,2022-12-20T19:59:25.388400Z,0.974
P,2022-12-20T20:00:22.078400Z,0.990
P,2022-12-20T20:00:31.338400Z,0.845
P,2022-12-20T20:00:41.338400Z,0.127
P,2022-12-20T20:00:58.058400Z,0.304
P,2022-12-20T20:01:39.338400Z,0.639
P,2022-12-20T20:01:44.648400Z,0.201
P,2022-12-20T20:01:49.968400Z,0.297
P,2022-12-20T20:01:55.338400Z,0.974
P,2022-12-20T20:02:25.828400Z,0.291
P,2022-12-20T20:02:40.098400Z,0.131
P,2022-12-20T20:02:46.488400Z,0.854
P,2022-12-20T20:02:49.828400Z,0.292
P,2022-12-20T20:02:59.798400Z,0.117
P,2022-12-20T20:03:21.708400Z,0.797
P,2022-12-20T20:03:27.358400Z,0.846
P,2022-12-20T20:03:28.868400Z,0.956
P,2022-12-20T20:04:00.698400Z,0.122
P,2022-12-20T20:04:03.608400Z,0.969
P,2022-12-20T20:04:09.348400Z,0.320
P,2022-12-20T20:04:17.638400Z,0.213
P,2022-12-20T20:04:29.938400Z,0.856
