phase,time,confidence
P,2022-12-20T20:05:02.088400Z,0.140
P,2022-12-20T20:05:24.108400Z,0.274
P,2022-12-20T20:05:38.198400Z,0.216
P,2022-12-20T20:05:58.128400Z,0.830
P,2022-12-20T20:06:21.968400Z,0.224
P,2022-12-20T20:06:29.688400Z,0.937
P,2022-12-20T20:06:36.268400Z,0.386
P,2022-12-20T20:06:40.418400Z,0.825
P,2022-12-20T20:06:54.228400Z,0.951
P,2022-12-20T20:07:07.888400Z,0.257
P,2022-12-20T20:07:12.908400Z,0.135
P,2022-12-20T20:07:20.498400Z,0.268
P,2022-12-20T20:07:23.338400Z,0.237
P,2022-12-20T20:07:29.498400Z,0.637
P,2022-12-20T20:07:41.428400Z,0.980
P,2022-12-20T20:07:44.798400Z,0.212
P,2022-12-20T20:08:22.158400Z,0.487
P,2022-12-20T20:08:34.398400Z,0.657
P,2022-12-20T20:09:06.458400Z,0.270
P,2022-12-20T20:09:14.158400Z,0.798
P,2022-12-20T20:09:33.148400Z,0.452
P,2022-12-20T20:09:38.418400Z,0.123
P,2022-12-20T20:10:01.718400Z,0.198
P,2022-12-20T20:10:08.088400Z,0.105
P,2022-12-20T20:10:37.768400Z,0.988
P,2022-12-20T20:10:54.218400Z,0.129
P,2022-12-20T20:11:10.938400Z,0.781
P,2022-12-20T20:11:15.818400Z,0.319
P,2022-12-20T20:11:41.808400Z,0.755
P,2022-12-20T20:12:32.608400Z,0.988
P,2022-12-20T20:12:37.508400Z,0.356
P,2022-12-20T20:12:54.258400Z,0.117
P,2022-12-20T20:13:23.098400Z,0.276
P,2022-12-20T20:13:25.688400Z,0.938
P,2022-12-20T20:13:55.958400Z,0.995
P,2022-12-20T20:14:14.768400Z,0.219
P,2022-12-20T20:14:20.488400Z,0.677
P,2022-12-20T20:14:41.168400Z,0.231
P,2022-12-20T20:15:06.978400Z,0.583
P,2022-12-20T20:15:28.778400Z,0.378
P,2022-12-20T20:15:34.208400Z,0.318
P,2022-12-20T20:15:59.188400Z,0.286
P,2022-12-20T20:16:18.078400Z,0.292
P,2022-12-20T20:16:24.038400Z,0.264
P,2022-12-20T20:16:29.228400Z,0.429
P,2022-12-20T20:16:43.188400Z,0.118
P,2022-12-20T20:16:49.928400Z,0.961
P,2022-12-20T20:17:00.238400Z,0.350
P,2022-12-20T20:17:53.638400Z,0.905
P,2022-12-20T20:18:35.298400Z,0.790
P,2022-12-20T20:18:42.208400Z,0.509
P,2022-12-20T20:18:49.868400Z,0.160
P,2022-12-20T20:19:07.798400Z,0.251
P,2022-12-20T20:19:33.818400Z,0.615
P,2022-12-20T20:19:54.708400Z,0.184
P,2022-12-20T20:20:47.388400Z,0.981
P,2022-12-20T20:21:43.028400Z,0.962
P,2022-12-20T20:21:48.688400Z,0.155
P,2022-12-20T20:22:02.518400Z,0.330
P,2022-12-20T20:22:08.628400Z,0.277
P,2022-12-20T20:22:22.818400Z,0.872
P,2022-12-20T20:22:27.498400Z,0.926
P,2022-12-20T20:22:32.938400Z,0.615
P,2022-12-20T20:22:42.328400Z,0.984
P,2022-12-20T20:23:06.928400Z,0.134
P,2022-12-20T20:23:16.218400Z,0.379
P,2022-12-20T20:23:36.548400Z,0.478
P,2022-12-20T20:23:50.808400Z,0.255
P,2022-12-20T20:23:56.128400Z,0.397
P,2022-12-20T20:24:19.168400Z,0.387
P,2022-12-20T20:24:25.368400Z,0.990
P,2022-12-20T20:24:44.338400Z,0.254
P,2022-12-20T20:24:53.298400Z,0.119
P,2022-12-20T20:24:58.658400Z,0.160
P,2022-12-20T20:25:54.408400Z,0.990
P,2022-12-20T20:26:48.788400Z,0.988
P,2022-12-20T20:26:54.608400Z,0.604
P,2022-12-20T20:27:26.798400Z,0.727
P,2022-12-20T20:27:31.888400Z,0.960
P,2022-12-20T20:27:42.398400Z,0.838
P,2022-12-20T20:27:52.308400Z,0.507
P,2022-12-20T20:28:05.098400Z,0.816
P,2022-12-20T20:28:12.658400Z,0.111
P,2022-12-20T20:28:20.778400Z,0.328
P,2022-12-20T20:28:26.308400Z,0.876
P,2022-12-20T20:28:30.638400Z,0.609
P,2022-12-20T20:28:42.718400Z,0.430
P,2022-12-20T20:28:51.008400Z,0.969
P,2022-12-20T20:29:00.358400Z,0.611
P,2022-12-20T20:29:15.978400Z,0.992
P,2022-12-20T20:30:04.998400Z,0.986
P,2022-12-20T20:30:33.478400Z,0.614
P,2022-12-20T20:30:47.168400Z,0.190
P,2022-12-20T20:30:54.688400Z,0.621
P,2022-12-20T20:31:01.788400Z,0.675
P,2022-12-20T20:31:13.718400Z,0.921
P,2022-12-20T20:31:32.548400Z,0.478
P,2022-12-20T20:31:48.238400Z,0.924
P,2022-12-20T20:31:52.828400Z,0.117
P,2022-12-20T20:32:13.088400Z,0.198
P,2022-12-20T20:32:53.168400Z,0.145
P,2022-12-20T20:32:59.428400Z,0.182
P,2022-12-20T20:33:11.748400Z,0.358
P,2022-12-20T20:33:41.398400Z,0.983
P,2022-12-20T20:33:52.518400Z,0.762
P,2022-12-20T20:33:58.118400Z,0.405
P,2022-12-20T20:34:28.218400Z,0.155
P,2022-12-20T20:34:33.728400Z,0.974
P,2022-12-20T20:34:50.208400Z,0.420
P,2022-12-20T20:35:09.158400Z,0.951
P,2022-12-20T20:35:15.098400Z,0.422
P,2022-12-20T20:35:49.218400Z,0.934
P,2022-12-20T20:35:55.448400Z,0.906
P,2022-12-20T20:35:58.238400Z,0.826
P,2022-12-20T20:36:00.038400Z,0.980
P,2022-12-20T20:36:43.638400Z,0.635
P,2022-12-20T20:37:05.178400Z,0.983
P,2022-12-20T20:37:36.668400Z,0.555
P,2022-12-20T20:37:48.938400Z,0.949
P,2022-12-20T20:37:54.768400Z,0.147
P,2022-12-20T20:37:58.918400Z,0.975
P,2022-12-20T20:38:15.558400Z,0.267
P,2022-12-20T20:38:22.098400Z,0.882
P,2022-12-20T20:38:44.088400Z,0.991
P,2022-12-20T20:38:50.508400Z,0.170
P,2022-12-20T20:39:01.188400Z,0.203
P,2022-12-20T20:39:03.258400Z,0.731
P,2022-12-20T20:39:07.668400Z,0.167
P,2022-12-20T20:39:53.388400Z,0.966
P,2022-12-20T20:40:20.778400Z,0.169
P,2022-12-20T20:40:48.438400Z,0.348
P,2022-12-20T20:41:01.478400Z,0.522
P,2022-12-20T20:41:22.048400Z,0.976
P,2022-12-20T20:41:53.888400Z,0.112
P,2022-12-20T20:42:17.688400Z,0.120
P,2022-12-20T20:42:32.468400Z,0.933
P,2022-12-20T20:42:38.268400Z,0.147
P,2022-12-20T20:42:54.858400Z,0.101
P,2022-12-20T20:42:59.478400Z,0.227
P,2022-12-20T20:43:09.308400Z,0.102
P,2022-12-20T20:43:28.398400Z,0.130
P,2022-12-20T20:43:45.298400Z,0.233
P,2022-12-20T20:44:00.508400Z,0.246
P,2022-12-20T20:44:34.408400Z,0.272
P,2022-12-20T20:45:03.518400Z,0.928
P,2022-12-20T20:45:59.798400Z,0.762
P,2022-12-20T20:46:04.728400Z,0.152
P,2022-12-20T20:46:41.608400Z,0.985
P,2022-12-20T20:46:43.868400Z,0.183
P,2022-12-20T20:47:03.798400Z,0.958
P,2022-12-20T20:47:21.668400Z,0.774
P,2022-12-20T20:47:24.948400Z,0.217
P,2022-12-20T20:47:36.308400Z,0.152
P,2022-12-20T20:47:51.048400Z,0.495
P,2022-12-20T20:47:54.958400Z,0.135
P,2022-12-20T20:48:59.128400Z,0.616
P,2022-12-20T20:49:31.248400Z,0.918
P,2022-12-20T20:49:43.078400Z,0.158
P,2022-12-20T20:49:48.988400Z,0.549
P,2022-12-20T20:50:02.648400Z,0.126
P,2022-12-20T20:50:32.598400Z,0.704
P,2022-12-20T20:50:41.498400Z,0.857
P,2022-12-20T20:50:45.508400Z,0.858
P,2022-12-20T20:51:05.548400Z,0.251
P,2022-12-20T20:51:09.158400Z,0.894
P,2022-12-20T20:51:14.378400Z,0.104
P,2022-12-20T20:51:19.838400Z,0.375
P,2022-12-20T20:51:24.778400Z,0.926
P,2022-12-20T20:51:31.268400Z,0.381
P,2022-12-20T20:51:35.358400Z,0.988
P,2022-12-20T20:51:57.648400Z,0.153
P,2022-12-20T20:52:10.888400Z,0.695
P,2022-12-20T20:52:20.528400Z,0.841
P,2022-12-20T20:52:24.298400Z,0.429
P,2022-12-20T20:52:37.168400Z,0.546
P,2022-12-20T20:52:40.708400Z,0.146
P,2022-12-20T20:52:44.058400Z,0.166
P,2022-12-20T20:52:47.298400Z,0.105
P,2022-12-20T20:52:58.948400Z,0.631
P,2022-12-20T20:53:04.928400Z,0.389
P,2022-12-20T20:53:28.588400Z,0.369
P,2022-12-20T20:53:30.598400Z,0.847
P,2022-12-20T20:53:48.748400Z,0.384
P,2022-12-20T20:53:50.658400Z,0.126
P,2022-12-20T20:54:08.578400Z,0.960
P,2022-12-20T20:54:14.178400Z,0.232
P,2022-12-20T20:54:29.418400Z,0.112
P,2022-12-20T20:54:41.038400Z,0.264
P,2022-12-20T20:55:06.538400Z,0.131
P,2022-12-20T20:55:11.668400Z,0.935
P,2022-12-20T20:55:50.028400Z,0.982
P,2022-12-20T20:56:30.158400Z,0.209
P,2022-12-20T20:56:34.968400Z,0.974
P,2022-12-20T20:57:07.238400Z,0.342
P,2022-12-20T20:57:13.008400Z,0.439
P,2022-12-20T20:57:29.868400Z,0.460
P,2022-12-20T20:57:38.348400Z,0.199
P,2022-12-20T20:57:47.478400Z,0.456
P,2022-12-20T20:57:52.358400Z,0.158
P,2022-12-20T20:58:35.048400Z,0.978
P,2022-12-20T20:59:21.548400Z,0.107
P,2022-12-20T20:59:25.968400Z,0.158
P,2022-12-20T20:59:29.528400Z,0.414
P,2022-12-20T20:59:32.078400Z,0.134
P,2022-12-20T20:59:39.098400Z,0.337
P,2022-12-20T20:59:47.258400Z,0.594
P,2022-12-20T20:59:51.438400Z,0.181
P,2022-12-20T21:00:13.288400Z,0.108
P,2022-12-20T21:00:23.808400Z,0.153
P,2022-12-20T21:00:29.138400Z,0.753
P,2022-12-20T21:00:40.738400Z,0.492
P,2022-12-20T21:00:49.718400Z,0.977
P,2022-12-20T21:00:55.078400Z,0.235
P,2022-12-20T21:01:44.308400Z,0.961
P,2022-12-20T21:01:59.418400Z,0.105
P,2022-12-20T21:02:21.608400Z,0.135
P,2022-12-20T21:02:47.908400Z,0.987
P,2022-12-20T21:03:20.628400Z,0.972
P,2022-12-20T21:03:26.188400Z,0.229
P,2022-12-20T21:03:28.608400Z,0.498
P,2022-12-20T21:03:46.638400Z,0.759
P,2022-12-20T21:03:51.838400Z,0.649
P,2022-12-20T21:04:02.038400Z,0.973
P,2022-12-20T21:04:17.338400Z,0.419
P,2022-12-20T21:04:22.008400Z,0.647
P,2022-12-20T21:04:28.888400Z,0.902
P,2022-12-20T21:04:45.328400Z,0.967
P,2022-12-20T21:05:03.758400Z,0.728
P,2022-12-20T21:05:06.208400Z,0.914
P,2022-12-20T21:05:25.308400Z,0.126
P,2022-12-20T21:05:53.348400Z,0.223
P,2022-12-20T21:06:03.728400Z,0.853
P,2022-12-20T21:06:10.048400Z,0.981
P,2022-12-20T21:06:32.028400Z,0.104
P,2022-12-20T21:06:37.258400Z,0.915
P,2022-12-20T21:06:42.728400Z,0.387
P,2022-12-20T21:06:47.758400Z,0.176
P,2022-12-20T21:06:52.528400Z,0.201
P,2022-12-20T21:06:55.338400Z,0.107
P,2022-12-20T21:07:11.608400Z,0.431
P,2022-12-20T21:07:15.538400Z,0.132
P,2022-12-20T21:07:20.758400Z,0.871
P,2022-12-20T21:07:50.478400Z,0.987
P,2022-12-20T21:08:47.748400Z,0.957
P,2022-12-20T21:09:13.468400Z,0.828
P,2022-12-20T21:09:52.388400Z,0.218
P,2022-12-20T21:09:55.398400Z,0.126
P,2022-12-20T21:10:00.818400Z,0.453
P,2022-12-20T21:10:04.348400Z,0.761
P,2022-12-20T21:10:31.828400Z,0.898
P,2022-12-20T21:10:47.068400Z,0.114
P,2022-12-20T21:10:51.988400Z,0.182
P,2022-12-20T21:10:56.978400Z,0.916
P,2022-12-20T21:11:24.458400Z,0.343
P,2022-12-20T21:11:25.468400Z,0.332
P,2022-12-20T21:11:55.848400Z,0.905
P,2022-12-20T21:12:05.018400Z,0.691
P,2022-12-20T21:12:10.768400Z,0.119
P,2022-12-20T21:12:26.658400Z,0.936
P,2022-12-20T21:12:32.378400Z,0.276
P,2022-12-20T21:12:33.768400Z,0.287
P,2022-12-20T21:12:47.168400Z,0.513
P,2022-12-20T21:13:05.468400Z,0.932
P,2022-12-20T21:13:21.818400Z,0.200
P,2022-12-20T21:13:36.848400Z,0.949
P,2022-12-20T21:13:42.708400Z,0.384
P,2022-12-20T21:13:44.108400Z,0.176
P,2022-12-20T21:13:59.088400Z,0.983
P,2022-12-20T21:14:21.808400Z,0.958
P,2022-12-20T21:14:27.278400Z,0.787
P,2022-12-20T21:14:35.068400Z,0.971
P,2022-12-20T21:14:36.948400Z,0.973
P,2022-12-20T21:14:49.028400Z,0.181
P,2022-12-20T21:15:09.408400Z,0.173
P,2022-12-20T21:15:14.858400Z,0.798
P,2022-12-20T21:15:49.928400Z,0.944
P,2022-12-20T21:15:55.178400Z,0.540
P,2022-12-20T21:16:00.298400Z,0.900
P,2022-12-20T21:16:06.338400Z,0.912
P,2022-12-20T21:16:27.268400Z,0.379
P,2022-12-20T21:17:06.498400Z,0.628
P,2022-12-20T21:17:12.698400Z,0.170
P,2022-12-20T21:17:34.378400Z,0.977
P,2022-12-20T21:17:40.258400Z,0.104
P,2022-12-20T21:17:50.448400Z,0.895
P,2022-12-20T21:17:55.558400Z,0.106
P,2022-12-20T21:18:23.978400Z,0.957
P,2022-12-20T21:18:43.468400Z,0.565
P,2022-12-20T21:18:57.848400Z,0.780
P,2022-12-20T21:19:02.068400Z,0.145
P,2022-12-20T21:19:03.078400Z,0.193
P,2022-12-20T21:19:12.458400Z,0.174
P,2022-12-20T21:19:18.568400Z,0.908
P,2022-12-20T21:19:29.938400Z,0.779
P,2022-12-20T21:19:30.988400Z,0.105
P,2022-12-20T21:19:58.968400Z,0.731
P,2022-12-20T21:20:04.378400Z,0.282
P,2022-12-20T21:20:21.648400Z,0.963
P,2022-12-20T21:20:27.238400Z,0.215
P,2022-12-20T21:20:37.538400Z,0.983
P,2022-12-20T21:20:43.118400Z,0.432
P,2022-12-20T21:20:51.028400Z,0.417
P,2022-12-20T21:21:01.188400Z,0.779
P,2022-12-20T21:21:06.448400Z,0.245
P,2022-12-20T21:21:11.868400Z,0.911
P,2022-12-20T21:21:17.718400Z,0.109
P,2022-12-20T21:21:36.008400Z,0.762
P,2022-12-20T21:21:40.958400Z,0.428
P,2022-12-20T21:22:10.238400Z,0.972
P,2022-12-20T21:22:23.948400Z,0.239
P,2022-12-20T21:22:31.098400Z,0.947
P,2022-12-20T21:22:44.968400Z,0.985
P,2022-12-20T21:22:59.848400Z,0.930
P,2022-12-20T21:23:51.448400Z,0.103
P,2022-12-20T21:23:54.438400Z,0.129
P,2022-12-20T21:24:13.638400Z,0.985
P,2022-12-20T21:24:37.008400Z,0.972
P,2022-12-20T21:24:42.018400Z,0.389
P,2022-12-20T21:25:23.118400Z,0.138
P,2022-12-20T21:26:03.568400Z,0.709
P,2022-12-20T21:26:09.398400Z,0.240
P,2022-12-20T21:26:44.328400Z,0.543
P,2022-12-20T21:26:49.048400Z,0.496
P,2022-12-20T21:26:55.738400Z,0.125
P,2022-12-20T21:27:05.928400Z,0.240
P,2022-12-20T21:27:11.878400Z,0.182
P,2022-12-20T21:27:33.538400Z,0.171
P,2022-12-20T21:27:45.988400Z,0.240
P,2022-12-20T21:27:50.198400Z,0.197
P,2022-12-20T21:28:03.318400Z,0.122
P,2022-12-20T21:28:19.098400Z,0.512
P,2022-12-20T21:28:20.928400Z,0.101
P,2022-12-20T21:28:25.038400Z,0.397
P,2022-12-20T21:28:28.838400Z,0.201
P,2022-12-20T21:29:16.798400Z,0.420
P,2022-12-20T21:29:31.478400Z,0.221
P,2022-12-20T21:29:42.788400Z,0.985
P,2022-12-20T21:29:48.828400Z,0.126
P,2022-12-20T21:29:58.598400Z,0.795
P,2022-12-20T21:30:06.918400Z,0.787
P,2022-12-20T21:30:42.308400Z,0.340
P,2022-12-20T21:30:47.648400Z,0.105
P,2022-12-20T21:31:29.038400Z,0.125
P,2022-12-20T21:31:33.578400Z,0.652
P,2022-12-20T21:32:35.688400Z,0.978
P,2022-12-20T21:33:28.198400Z,0.991
P,2022-12-20T21:33:34.008400Z,0.285
P,2022-12-20T21:33:41.718400Z,0.340
P,2022-12-20T21:33:44.788400Z,0.378
P,2022-12-20T21:33:58.718400Z,0.262
P,2022-12-20T21:34:06.148400Z,0.876
P,2022-12-20T21:34:23.378400Z,0.986
P,2022-12-20T21:35:09.968400Z,0.134
P,2022-12-20T21:35:26.918400Z,0.110
P,2022-12-20T21:36:04.438400Z,0.135
P,2022-12-20T21:36:15.428400Z,0.912
P,2022-12-20T21:36:28.138400Z,0.423
P,2022-12-20T21:36:56.728400Z,0.608
P,2022-12-20T21:37:01.228400Z,0.985
P,2022-12-20T21:37:07.148400Z,0.814
P,2022-12-20T21:37:46.998400Z,0.959
P,2022-12-20T21:38:45.418400Z,0.982
P,2022-12-20T21:39:00.618400Z,0.841
P,2022-12-20T21:39:31.428400Z,0.364
P,2022-12-20T21:39:32.688400Z,0.583
P,2022-12-20T21:39:36.968400Z,0.199
P,2022-12-20T21:39:43.628400Z,0.935
P,2022-12-20T21:40:13.258400Z,0.267
P,2022-12-20T21:40:18.968400Z,0.969
P,2022-12-20T21:40:24.428400Z,0.464
P,2022-12-20T21:40:49.138400Z,0.982
P,2022-12-20T21:41:09.308400Z,0.425
P,2022-12-20T21:41:13.338400Z,0.282
P,2022-12-20T21:41:18.418400Z,0.184
P,2022-12-20T21:41:26.028400Z,0.115
P,2022-12-20T21:42:26.148400Z,0.939
P,2022-12-20T21:42:55.178400Z,0.118
P,2022-12-20T21:42:57.788400Z,0.161
P,2022-12-20T21:43:03.268400Z,0.145
P,2022-12-20T21:43:09.258400Z,0.229
P,2022-12-20T21:43:14.118400Z,0.120
P,2022-12-20T21:43:17.638400Z,0.608
P,2022-12-20T21:43:26.548400Z,0.740
P,2022-12-20T21:43:43.728400Z,0.938
P,2022-12-20T21:43:49.908400Z,0.408
P,2022-12-20T21:44:23.818400Z,0.963
P,2022-12-20T21:44:39.698400Z,0.323
P,2022-12-20T21:44:45.468400Z,0.638
P,2022-12-20T21:44:46.978400Z,0.717
P,2022-12-20T21:45:46.358400Z,0.973
P,2022-12-20T21:46:08.738400Z,0.894
P,2022-12-20T21:46:28.528400Z,0.820
P,2022-12-20T21:46:35.528400Z,0.980
P,2022-12-20T21:47:00.618400Z,0.980
P,2022-12-20T21:47:39.738400Z,0.135
P,2022-12-20T21:47:47.168400Z,0.104
P,2022-12-20T21:47:56.888400Z,0.990
P,2022-12-20T21:48:46.368400Z,0.981
P,2022-12-20T21:48:50.498400Z,0.306
P,2022-12-20T21:49:17.358400Z,0.926
P,2022-12-20T21:49:30.658400Z,0.286
P,2022-12-20T21:50:21.888400Z,0.988
P,2022-12-20T21:50:49.068400Z,0.553
P,2022-12-20T21:50:56.278400Z,0.418
P,2022-12-20T21:50:57.938400Z,0.465
P,2022-12-20T21:51:02.918400Z,0.156
P,2022-12-20T21:51:06.948400Z,0.295
P,2022-12-20T21:51:09.358400Z,0.335
P,2022-12-20T21:51:22.898400Z,0.262
P,2022-12-20T21:51:26.228400Z,0.147
P,2022-12-20T21:51:54.648400Z,0.106
P,2022-12-20T21:52:09.478400Z,0.105
P,2022-12-20T21:52:24.568400Z,0.978
P,2022-12-20T21:52:52.638400Z,0.190
P,2022-12-20T21:53:04.378400Z,0.116
P,2022-12-20T21:53:24.618400Z,0.631
P,2022-12-20T21:53:26.738400Z,0.176
P,2022-12-20T21:53:44.528400Z,0.127
P,2022-12-20T21:53:52.728400Z,0.199
P,2022-12-20T21:54:11.288400Z,0.463
P,2022-12-20T21:54:27.368400Z,0.330
P,2022-12-20T21:54:48.348400Z,0.739
P,2022-12-20T21:55:20.608400Z,0.593
P,2022-12-20T21:55:23.938400Z,0.231
P,2022-12-20T21:55:56.318400Z,0.132
P,2022-12-20T21:56:04.798400Z,0.562
P,2022-12-20T21:56:31.688400Z,0.756
P,2022-12-20T21:56:37.478400Z,0.878
P,2022-12-20T21:57:20.158400Z,0.577
P,2022-12-20T21:57:26.348400Z,0.117
P,2022-12-20T21:57:40.748400Z,0.372
P,2022-12-20T21:58:09.928400Z,0.118
P,2022-12-20T21:59:06.328400Z,0.949
P,2022-12-20T21:59:14.698400Z,0.190
P,2022-12-20T21:59:30.958400Z,0.988
P,2022-12-20T21:59:37.238400Z,0.395
P,2022-12-20T21:59:53.588400Z,0.284
P,2022-12-20T22:00:28.228400Z,0.972
P,2022-12-20T22:00:34.858400Z,0.387
P,2022-12-20T22:00:49.578400Z,0.138
P,2022-12-20T22:00:55.348400Z,0.969
P,2022-12-20T22:01:00.678400Z,0.901
P,2022-12-20T22:01:16.608400Z,0.975
P,2022-12-20T22:01:20.228400Z,0.106
P,2022-12-20T22:01:26.988400Z,0.984
P,2022-12-20T22:02:09.658400Z,0.979
P,2022-12-20T22:02:32.828400Z,0.570
P,2022-12-20T22:02:37.878400Z,0.531
P,2022-12-20T22:02:44.378400Z,0.158
P,2022-12-20T22:02:46.928400Z,0.454
P,2022-12-20T22:03:00.028400Z,0.131
P,2022-12-20T22:03:37.348400Z,0.446
P,2022-12-20T22:03:43.438400Z,0.109
P,2022-12-20T22:03:45.118400Z,0.956
P,2022-12-20T22:04:33.018400Z,0.144
P,2022-12-20T22:04:40.188400Z,0.542
P,2022-12-20T22:05:12.078400Z,0.927
P,2022-12-20T22:05:40.728400Z,0.230
P,2022-12-20T22:05:51.448400Z,0.567
P,2022-12-20T22:05:59.678400Z,0.290
P,2022-12-20T22:06:41.628400Z,0.958
P,2022-12-20T22:08:32.198400Z,0.129
P,2022-12-20T22:09:47.608400Z,0.540
P,2022-12-20T22:09:51.888400Z,0.137
P,2022-12-20T22:10:17.378400Z,0.691
P,2022-12-20T22:10:21.798400Z,0.181
P,2022-12-20T22:10:26.608400Z,0.133
P,2022-12-20T22:10:35.448400Z,0.174
P,2022-12-20T22:11:03.988400Z,0.134
P,2022-12-20T22:11:07.508400Z,0.101
P,2022-12-20T22:11:17.768400Z,0.151
P,2022-12-20T22:11:51.548400Z,0.184
P,2022-12-20T22:12:15.018400Z,0.523
P,2022-12-20T22:12:20.398400Z,0.388
P,2022-12-20T22:12:33.248400Z,0.972
P,2022-12-20T22:12:39.148400Z,0.176
P,2022-12-20T22:13:05.468400Z,0.455
P,2022-12-20T22:13:12.398400Z,0.185
P,2022-12-20T22:13:27.228400Z,0.977
P,2022-12-20T22:14:16.018400Z,0.223
P,2022-12-20T22:14:27.248400Z,0.119
P,2022-12-20T22:14:35.528400Z,0.109
P,2022-12-20T22:14:49.258400Z,0.122
P,2022-12-20T22:15:10.958400Z,0.327
P,2022-12-20T22:15:16.048400Z,0.595
P,2022-12-20T22:15:22.908400Z,0.789
P,2022-12-20T22:15:35.938400Z,0.374
P,2022-12-20T22:15:41.798400Z,0.794
P,2022-12-20T22:15:56.838400Z,0.977
P,2022-12-20T22:16:40.788400Z,0.645
P,2022-12-20T22:16:50.328400Z,0.314
P,2022-12-20T22:16:54.998400Z,0.456
P,2022-12-20T22:17:43.948400Z,0.297
P,2022-12-20T22:17:48.508400Z,0.230
P,2022-12-20T22:18:01.728400Z,0.844
P,2022-12-20T22:18:18.158400Z,0.986
P,2022-12-20T22:18:41.778400Z,0.117
P,2022-12-20T22:18:53.688400Z,0.994
P,2022-12-20T22:19:50.018400Z,0.104
P,2022-12-20T22:19:55.648400Z,0.171
P,2022-12-20T22:20:00.688400Z,0.188
P,2022-12-20T22:20:23.198400Z,0.977
P,2022-12-20T22:20:28.728400Z,0.111
P,2022-12-20T22:20:36.818400Z,0.741
P,2022-12-20T22:20:42.778400Z,0.145
P,2022-12-20T22:20:50.628400Z,0.133
P,2022-12-20T22:20:54.548400Z,0.138
P,2022-12-20T22:21:00.758400Z,0.921
P,2022-12-20T22:21:06.158400Z,0.670
P,2022-12-20T22:21:11.678400Z,0.889
P,2022-12-20T22:21:24.178400Z,0.146
P,2022-12-20T22:21:26.878400Z,0.226
P,2022-12-20T22:21:44.408400Z,0.477
P,2022-12-20T22:21:59.908400Z,0.955
P,2022-12-20T22:22:12.518400Z,0.342
P,2022-12-20T22:22:15.918400Z,0.965
P,2022-12-20T22:22:22.048400Z,0.827
P,2022-12-20T22:22:31.308400Z,0.739
P,2022-12-20T22:22:55.408400Z,0.959
P,2022-12-20T22:23:15.898400Z,0.667
P,2022-12-20T22:23:21.508400Z,0.132
P,2022-12-20T22:23:25.138400Z,0.978
P,2022-12-20T22:23:45.158400Z,0.863
P,2022-12-20T22:23:48.308400Z,0.785
P,2022-12-20T22:23:49.888400Z,0.318
P,2022-12-20T22:23:59.678400Z,0.256
P,2022-12-20T22:24:01.048400Z,0.272
P,2022-12-20T22:24:04.218400Z,0.385
P,2022-12-20T22:24:14.698400Z,0.900
P,2022-12-20T22:24:20.568400Z,0.120
P,2022-12-20T22:24:39.558400Z,0.954
P,2022-12-20T22:25:09.708400Z,0.408
P,2022-12-20T22:25:23.558400Z,0.940
P,2022-12-20T22:25:29.918400Z,0.752
P,2022-12-20T22:25:38.818400Z,0.128
P,2022-12-20T22:25:43.788400Z,0.160
P,2022-12-20T22:25:56.828400Z,0.926
P,2022-12-20T22:26:12.128400Z,0.941
P,2022-12-20T22:26:17.938400Z,0.136
P,2022-12-20T22:26:30.458400Z,0.584
P,2022-12-20T22:26:36.558400Z,0.822
P,2022-12-20T22:26:40.268400Z,0.927
P,2022-12-20T22:26:45.168400Z,0.120
P,2022-12-20T22:27:24.148400Z,0.981
P,2022-12-20T22:27:55.098400Z,0.342
P,2022-12-20T22:28:27.778400Z,0.110
P,2022-12-20T22:28:38.998400Z,0.965
P,2022-12-20T22:28:59.358400Z,0.982
P,2022-12-20T22:29:30.768400Z,0.962
P,2022-12-20T22:30:08.508400Z,0.115
P,2022-12-20T22:30:14.628400Z,0.123
P,2022-12-20T22:30:19.488400Z,0.860
P,2022-12-20T22:30:54.698400Z,0.859
P,2022-12-20T22:31:01.348400Z,0.195
P,2022-12-20T22:31:11.688400Z,0.153
P,2022-12-20T22:31:18.438400Z,0.353
P,2022-12-20T22:31:22.118400Z,0.323
P,2022-12-20T22:31:46.528400Z,0.711
P,2022-12-20T22:32:01.358400Z,0.113
P,2022-12-20T22:32:14.778400Z,0.216
P,2022-12-20T22:32:18.398400Z,0.107
P,2022-12-20T22:32:44.498400Z,0.167
P,2022-12-20T22:33:00.028400Z,0.909
P,2022-12-20T22:33:04.538400Z,0.288
P,2022-12-20T22:33:05.748400Z,0.121
P,2022-12-20T22:33:11.778400Z,0.966
P,2022-12-20T22:33:17.218400Z,0.133
P,2022-12-20T22:33:35.108400Z,0.122
P,2022-12-20T22:33:37.488400Z,0.281
P,2022-12-20T22:33:42.418400Z,0.325
P,2022-12-20T22:34:13.478400Z,0.171
P,2022-12-20T22:34:34.428400Z,0.110
P,2022-12-20T22:35:04.348400Z,0.339
P,2022-12-20T22:35:09.248400Z,0.194
P,2022-12-20T22:35:15.138400Z,0.282
P,2022-12-20T22:35:44.988400Z,0.335
P,2022-12-20T22:35:51.028400Z,0.196
P,2022-12-20T22:36:07.858400Z,0.937
P,2022-12-20T22:36:13.258400Z,0.914
P,2022-12-20T22:37:48.748400Z,0.405
P,2022-12-20T22:38:00.528400Z,0.124
P,2022-12-20T22:38:08.328400Z,0.152
