phase,peak_time,confidence
P,2022-12-20 22:36:14.700,0.4059236049652099
P,2022-12-20 22:38:43.190,0.7985769510269165
P,2022-12-20 22:39:30.420,0.7677911520004272
P,2022-12-20 22:40:09.400,0.7216318845748901
P,2022-12-20 22:42:24.460,0.8786704540252686
P,2022-12-20 22:43:10.100,0.988486349582672
P,2022-12-20 22:45:04.700,0.690727710723877
P,2022-12-20 22:47:32.100,0.858547031879425
P,2022-12-20 22:49:41.190,0.754457950592041
P,2022-12-20 22:50:05.250,0.3740755617618561
P,2022-12-20 22:51:14.000,0.2235872447490692
P,2022-12-20 22:53:22.580,0.694729208946228
P,2022-12-20 22:54:52.830,0.8395520448684692
P,2022-12-20 22:55:09.770,0.4560316503047943
P,2022-12-20 22:56:30.140,0.7397139072418213
P,2022-12-20 22:57:29.460,0.224872812628746
P,2022-12-20 22:58:33.860,0.9366734027862548
P,2022-12-20 22:59:17.240,0.9100192189216614
P,2022-12-20 23:00:39.970,0.2275678068399429
P,2022-12-20 23:01:17.520,0.3919700384140014
P,2022-12-20 23:01:41.470,0.2239444404840469
P,2022-12-20 23:02:05.460,0.9803107380867004
P,2022-12-20 23:02:59.940,0.7554599642753601
P,2022-12-20 23:03:49.950,0.5346781015396118
P,2022-12-20 23:05:19.050,0.9014923572540284
P,2022-12-20 23:06:42.220,0.7715107202529907
P,2022-12-20 23:07:19.540,0.4554531276226043
P,2022-12-20 23:08:11.520,0.6887451410293579
P,2022-12-20 23:08:27.540,0.387468934059143
P,2022-12-20 23:09:44.750,0.8011948466300964
P,2022-12-20 23:10:27.710,0.8290629386901855
P,2022-12-20 23:12:03.200,0.7906022667884827
P,2022-12-20 23:12:50.970,0.9743044376373292
P,2022-12-20 23:13:12.490,0.6069796085357666
P,2022-12-20 23:13:50.400,0.4546300172805786
P,2022-12-20 23:14:04.380,0.9719650149345398
P,2022-12-20 23:16:05.660,0.7787195444107056
P,2022-12-20 23:17:09.360,0.9851280450820924
P,2022-12-20 23:19:08.970,0.9581100940704346
P,2022-12-20 23:20:12.050,0.4935579299926758
P,2022-12-20 23:21:16.770,0.9718255996704102
P,2022-12-20 23:22:22.360,0.9801870584487916
P,2022-12-20 23:23:25.730,0.944499373435974
P,2022-12-20 23:24:55.540,0.2367573678493499
P,2022-12-20 23:25:43.790,0.8290958404541016
P,2022-12-20 23:26:33.020,0.9883472323417664
P,2022-12-20 23:27:54.800,0.2621545493602752
P,2022-12-20 23:29:05.800,0.8056132793426514
P,2022-12-20 23:29:28.210,0.5707518458366394
P,2022-12-20 23:29:39.430,0.3788344860076904
P,2022-12-20 23:30:37.950,0.769943356513977
P,2022-12-20 23:31:57.710,0.94479238986969
P,2022-12-20 23:34:32.980,0.5956803560256958
P,2022-12-20 23:34:33.930,0.2711893022060394
P,2022-12-20 23:36:03.540,0.9286879301071168
P,2022-12-20 23:36:59.750,0.4718023240566253
P,2022-12-20 23:37:55.540,0.5560433864593506
P,2022-12-20 23:38:28.900,0.2933958172798157
P,2022-12-20 23:39:37.080,0.8241336345672607
P,2022-12-20 23:40:03.000,0.9395763278007508
P,2022-12-20 23:40:53.770,0.4310626089572906
P,2022-12-20 23:41:09.510,0.9655917882919312
P,2022-12-20 23:43:18.720,0.9382023811340332
P,2022-12-20 23:44:51.590,0.9652793407440186
P,2022-12-20 23:45:48.730,0.9548740983009338
P,2022-12-20 23:47:17.750,0.2261037975549698
P,2022-12-20 23:47:35.790,0.8938478827476501
P,2022-12-20 23:47:57.950,0.5226482152938843
P,2022-12-20 23:49:31.580,0.9728652834892272
P,2022-12-20 23:50:17.950,0.9054876565933228
P,2022-12-20 23:51:03.380,0.2887059450149536
P,2022-12-20 23:52:17.560,0.5637167692184448
P,2022-12-20 23:52:44.310,0.2352680563926696
P,2022-12-20 23:53:14.490,0.2558475136756897
P,2022-12-20 23:56:01.600,0.5032989382743835
P,2022-12-20 23:58:49.260,0.5188674926757812
S,2022-12-20 00:57:42.640,0.5197325944900513
S,2022-12-20 01:25:38.990,0.3437106013298034
S,2022-12-20 03:07:08.450,0.9555964469909668
S,2022-12-20 03:18:37.380,0.8615923523902893
S,2022-12-20 04:45:56.230,0.5705548524856567
S,2022-12-20 04:57:01.890,0.2310778200626373
S,2022-12-20 06:32:21.190,0.3200926482677459
S,2022-12-20 07:19:25.970,0.6401010155677795
S,2022-12-20 07:38:19.880,0.2649767696857452
S,2022-12-20 09:40:45.970,0.7256897687911987
S,2022-12-20 09:54:32.160,0.2268454283475875
S,2022-12-20 10:29:31.250,0.9459903240203856
S,2022-12-20 10:34:37.990,0.5798156261444092
S,2022-12-20 10:37:33.460,0.6658605337142944
S,2022-12-20 10:38:18.000,0.7212608456611633
S,2022-12-20 10:39:14.300,0.7691124677658081
S,2022-12-20 10:43:52.620,0.858585000038147
S,2022-12-20 10:44:40.110,0.2035557180643081
S,2022-12-20 10:44:59.900,0.5172628164291382
S,2022-12-20 10:45:07.630,0.3906991481781006
S,2022-12-20 10:47:26.730,0.4688573181629181
S,2022-12-20 10:47:48.320,0.7431589365005493
S,2022-12-20 10:48:16.720,0.2147636711597442
S,2022-12-20 10:48:53.240,0.5470366477966309
S,2022-12-20 10:49:09.190,0.4539565145969391
S,2022-12-20 10:49:23.600,0.5765783190727234
S,2022-12-20 10:49:55.350,0.7824934124946594
S,2022-12-20 10:50:32.080,0.4927446842193603
S,2022-12-20 10:51:35.340,0.2682665884494781
S,2022-12-20 10:51:45.890,0.7745325565338135
S,2022-12-20 10:52:17.360,0.5460980534553528
S,2022-12-20 10:52:53.280,0.8319328427314758
S,2022-12-20 10:53:29.000,0.8461866974830627
S,2022-12-20 10:55:03.030,0.5792711973190308
S,2022-12-20 10:55:13.700,0.2624516785144806
S,2022-12-20 10:55:38.490,0.4407978057861328
S,2022-12-20 10:57:02.830,0.204633891582489
S,2022-12-20 10:57:33.700,0.7650978565216064
S,2022-12-20 10:58:09.520,0.7265616655349731
S,2022-12-20 10:59:20.440,0.6951249837875366
S,2022-12-20 17:14:15.160,0.671046257019043
S,2022-12-20 17:14:45.460,0.3747569918632507
S,2022-12-20 17:15:09.920,0.2080609202384948
S,2022-12-20 17:16:22.190,0.8283752202987671
S,2022-12-20 17:17:53.070,0.428493857383728
S,2022-12-20 17:18:12.830,0.2945489287376404
S,2022-12-20 17:18:28.540,0.7989745140075684
S,2022-12-20 17:19:07.710,0.5595991611480713
S,2022-12-20 17:19:50.620,0.8981495499610901
S,2022-12-20 17:20:31.580,0.8654265999794006
S,2022-12-20 17:21:09.910,0.682715892791748
S,2022-12-20 17:21:45.460,0.8379499912261963
S,2022-12-20 17:22:37.020,0.5414536595344543
S,2022-12-20 17:23:18.090,0.3912586867809295
S,2022-12-20 17:23:25.780,0.3306645452976227
S,2022-12-20 17:24:23.070,0.7382172346115112
S,2022-12-20 17:24:38.730,0.2074619531631469
S,2022-12-20 17:25:06.650,0.6561476588249207
S,2022-12-20 17:25:53.760,0.8430402278900146
S,2022-12-20 17:26:19.250,0.6091561913490295
S,2022-12-20 17:27:12.000,0.706436276435852
S,2022-12-20 17:27:34.450,0.7500184178352356
S,2022-12-20 17:27:59.830,0.3986152410507202
S,2022-12-20 17:29:13.280,0.7682647705078125
S,2022-12-20 17:29:58.140,0.3847702443599701
S,2022-12-20 17:31:05.430,0.7693759799003601
