start,target,sample_min,max_range,num_gaps,sample_unique,percent_availability
2025-02-11,UW.MBW.01.EHZ.M,0.0,3399.0,3.0,22.0,94.203
2025-02-10,UW.MBW.01.EHZ.M,0.0,3380.0,3.0,27.0,99.985
2025-02-09,UW.MBW.01.EHZ.M,0.0,3379.0,3.0,14.0,99.739
2025-02-08,UW.MBW.01.EHZ.M,0.0,3381.0,3.0,17.0,99.993
2025-02-07,UW.MBW.01.EHZ.M,0.0,3394.0,6.0,23.0,99.99
2025-02-06,UW.MBW.01.EHZ.M,0.0,3389.0,2.0,24.0,99.985
2025-02-05,UW.MBW.01.EHZ.M,0.0,3400.0,7.0,20.0,99.278
2025-02-04,UW.MBW.01.EHZ.M,0.0,3393.0,3.0,18.0,99.993
2025-02-03,UW.MBW.01.EHZ.M,0.0,3379.0,4.0,21.0,99.994
2025-02-01,UW.MBW.01.EHZ.M,0.0,3374.0,7.0,26.0,99.749
2025-02-02,UW.MBW.01.EHZ.M,0.0,3370.0,2.0,14.0,99.986
2025-01-31,UW.MBW.01.EHZ.M,0.0,3364.0,5.0,16.0,99.991
2025-01-30,UW.MBW.01.EHZ.M,3347.0,6.0,1.0,19.0,99.995
2025-01-29,UW.MBW.01.EHZ.M,0.0,3359.0,4.0,14.0,99.984
2025-01-28,UW.MBW.01.EHZ.M,0.0,3361.0,2.0,20.0,99.75
2025-01-27,UW.MBW.01.EHZ.M,0.0,3369.0,2.0,17.0,99.994
2025-01-26,UW.MBW.01.EHZ.M,0.0,3370.0,2.0,12.0,99.994
2025-01-25,UW.MBW.01.EHZ.M,0.0,3375.0,4.0,13.0,99.985
2025-01-24,UW.MBW.01.EHZ.M,0.0,3369.0,4.0,13.0,99.732
2025-01-23,UW.MBW.01.EHZ.M,0.0,3369.0,3.0,14.0,99.985
2025-01-22,UW.MBW.01.EHZ.M,0.0,3372.0,12.0,16.0,96.715
2025-01-21,UW.MBW.01.EHZ.M,0.0,3371.0,5.0,15.0,99.495
2025-01-20,UW.MBW.01.EHZ.M,0.0,3375.0,5.0,16.0,99.752
2025-01-18,UW.MBW.01.EHZ.M,0.0,3373.0,2.0,16.0,99.994
2025-01-19,UW.MBW.01.EHZ.M,0.0,3369.0,2.0,13.0,99.995
2025-01-17,UW.MBW.01.EHZ.M,3358.0,6.0,2.0,8.0,99.985
2025-01-16,UW.MBW.01.EHZ.M,0.0,3356.0,7.0,21.0,99.748
2025-01-15,UW.MBW.01.EHZ.M,0.0,3361.0,3.0,19.0,99.984
2025-01-14,UW.MBW.01.EHZ.M,0.0,3364.0,3.0,14.0,99.868
2025-01-13,UW.MBW.01.EHZ.M,0.0,3364.0,5.0,11.0,99.983
2025-01-12,UW.MBW.01.EHZ.M,0.0,3361.0,6.0,14.0,99.732
2025-01-11,UW.MBW.01.EHZ.M,0.0,3355.0,5.0,12.0,99.992
2025-01-10,UW.MBW.01.EHZ.M,0.0,3350.0,4.0,14.0,99.992
2025-01-09,UW.MBW.01.EHZ.M,0.0,3357.0,7.0,19.0,99.983
2025-01-08,UW.MBW.01.EHZ.M,3345.0,6.0,2.0,13.0,99.728
2025-01-07,UW.MBW.01.EHZ.M,0.0,3355.0,4.0,10.0,99.985
2025-01-06,UW.MBW.01.EHZ.M,0.0,3359.0,6.0,21.0,99.861
2025-01-05,UW.MBW.01.EHZ.M,0.0,3354.0,7.0,15.0,99.983
2025-01-04,UW.MBW.01.EHZ.M,0.0,3354.0,3.0,12.0,99.745
2025-01-03,UW.MBW.01.EHZ.M,0.0,3362.0,2.0,11.0,99.995
2025-01-02,UW.MBW.01.EHZ.M,0.0,3363.0,3.0,9.0,99.993
2024-12-30,UW.MBW.01.EHZ.M,0.0,3358.0,5.0,12.0,99.991
2025-01-01,UW.MBW.01.EHZ.M,0.0,3363.0,2.0,12.0,99.985
2024-12-31,UW.MBW.01.EHZ.M,0.0,3359.0,4.0,11.0,99.726
2024-12-29,UW.MBW.01.EHZ.M,0.0,3350.0,4.0,12.0,99.992
2024-12-28,UW.MBW.01.EHZ.M,0.0,3353.0,6.0,12.0,99.964
2024-12-27,UW.MBW.01.EHZ.M,0.0,3355.0,4.0,10.0,99.756
2024-12-26,UW.MBW.01.EHZ.M,0.0,3359.0,5.0,14.0,99.991
2024-12-25,UW.MBW.01.EHZ.M,0.0,3348.0,2.0,17.0,99.995
2024-12-24,UW.MBW.01.EHZ.M,0.0,3345.0,2.0,12.0,99.986
2024-12-23,UW.MBW.01.EHZ.M,0.0,3348.0,6.0,12.0,99.721
2024-12-22,UW.MBW.01.EHZ.M,0.0,3350.0,2.0,15.0,99.995
2024-12-21,UW.MBW.01.EHZ.M,0.0,3336.0,2.0,11.0,99.986
2024-12-20,UW.MBW.01.EHZ.M,0.0,3344.0,6.0,12.0,99.733
2024-12-19,UW.MBW.01.EHZ.M,0.0,3352.0,6.0,15.0,99.738
2024-12-18,UW.MBW.01.EHZ.M,0.0,3349.0,2.0,23.0,99.994
2024-12-17,UW.MBW.01.EHZ.M,0.0,3359.0,2.0,12.0,99.994
2024-12-16,UW.MBW.01.EHZ.M,0.0,3359.0,2.0,10.0,99.985
2024-12-15,UW.MBW.01.EHZ.M,0.0,3351.0,3.0,17.0,99.735
2024-12-14,UW.MBW.01.EHZ.M,0.0,3354.0,4.0,11.0,99.993
2024-12-13,UW.MBW.01.EHZ.M,0.0,3355.0,3.0,9.0,99.993
2024-12-12,UW.MBW.01.EHZ.M,0.0,3356.0,7.0,11.0,99.983
2024-12-11,UW.MBW.01.EHZ.M,0.0,3361.0,6.0,14.0,99.719
2024-12-10,UW.MBW.01.EHZ.M,0.0,3363.0,6.0,17.0,99.984
2024-12-09,UW.MBW.01.EHZ.M,0.0,3355.0,3.0,11.0,99.742
2024-12-08,UW.MBW.01.EHZ.M,0.0,3346.0,3.0,16.0,99.743
2024-12-07,UW.MBW.01.EHZ.M,0.0,3342.0,5.0,15.0,99.742
2024-12-06,UW.MBW.01.EHZ.M,0.0,3350.0,5.0,17.0,99.992
2024-12-05,UW.MBW.01.EHZ.M,0.0,3339.0,2.0,22.0,99.993
2024-12-04,UW.MBW.01.EHZ.M,0.0,3353.0,3.0,20.0,99.985
2024-12-03,UW.MBW.01.EHZ.M,0.0,3355.0,4.0,14.0,99.747
2024-12-02,UW.MBW.01.EHZ.M,0.0,3358.0,2.0,12.0,99.994
2024-12-01,UW.MBW.01.EHZ.M,0.0,3356.0,2.0,10.0,99.994
2024-11-30,UW.MBW.01.EHZ.M,0.0,3362.0,3.0,14.0,99.984
2024-11-29,UW.MBW.01.EHZ.M,0.0,3364.0,5.0,11.0,99.739
2024-11-28,UW.MBW.01.EHZ.M,0.0,3360.0,2.0,14.0,99.994
2024-11-27,UW.MBW.01.EHZ.M,0.0,3358.0,2.0,10.0,99.994
2024-11-26,UW.MBW.01.EHZ.M,0.0,3359.0,2.0,12.0,99.986
2024-11-25,UW.MBW.01.EHZ.M,3348.0,6.0,2.0,13.0,99.727
2024-11-24,UW.MBW.01.EHZ.M,0.0,3355.0,2.0,14.0,99.994
2024-11-23,UW.MBW.01.EHZ.M,0.0,3345.0,2.0,12.0,99.994
2024-11-22,UW.MBW.01.EHZ.M,0.0,3356.0,3.0,19.0,99.984
2024-11-21,UW.MBW.01.EHZ.M,0.0,3357.0,4.0,14.0,99.748
2024-11-20,UW.MBW.01.EHZ.M,0.0,3362.0,5.0,16.0,99.992
2024-11-19,UW.MBW.01.EHZ.M,0.0,3364.0,5.0,10.0,99.993
2024-11-18,UW.MBW.01.EHZ.M,0.0,3363.0,3.0,13.0,99.986
2024-11-17,UW.MBW.01.EHZ.M,0.0,3361.0,5.0,18.0,99.733
2024-11-16,UW.MBW.01.EHZ.M,0.0,3358.0,3.0,13.0,99.994
2024-11-15,UW.MBW.01.EHZ.M,0.0,3341.0,2.0,23.0,99.994
2024-11-14,UW.MBW.01.EHZ.M,0.0,3343.0,4.0,12.0,99.983
2024-11-13,UW.MBW.01.EHZ.M,3335.0,5.0,2.0,11.0,99.758
2024-11-12,UW.MBW.01.EHZ.M,0.0,3346.0,3.0,13.0,99.993
2024-11-11,UW.MBW.01.EHZ.M,0.0,3338.0,3.0,13.0,99.994
2024-11-10,UW.MBW.01.EHZ.M,0.0,3339.0,2.0,9.0,99.986
2024-11-09,UW.MBW.01.EHZ.M,3329.0,6.0,2.0,14.0,99.75
2024-11-08,UW.MBW.01.EHZ.M,0.0,3335.0,4.0,12.0,99.992
2024-11-07,UW.MBW.01.EHZ.M,0.0,3345.0,5.0,19.0,99.991
2024-11-06,UW.MBW.01.EHZ.M,0.0,3352.0,5.0,19.0,99.984
2024-11-05,UW.MBW.01.EHZ.M,0.0,3354.0,5.0,19.0,99.724
2024-11-04,UW.MBW.01.EHZ.M,0.0,3344.0,3.0,11.0,99.993
2024-11-03,UW.MBW.01.EHZ.M,0.0,3346.0,2.0,14.0,99.994
2024-11-02,UW.MBW.01.EHZ.M,0.0,3345.0,4.0,11.0,99.984
2024-11-01,UW.MBW.01.EHZ.M,0.0,3349.0,4.0,12.0,99.753
2024-10-31,UW.MBW.01.EHZ.M,3339.0,6.0,2.0,12.0,99.994
2024-10-30,UW.MBW.01.EHZ.M,3337.0,5.0,2.0,13.0,99.994
2024-10-29,UW.MBW.01.EHZ.M,0.0,3346.0,2.0,17.0,99.986
2024-10-28,UW.MBW.01.EHZ.M,0.0,3343.0,5.0,14.0,99.748
2024-10-27,UW.MBW.01.EHZ.M,0.0,3337.0,4.0,18.0,99.992
2024-10-26,UW.MBW.01.EHZ.M,0.0,3339.0,3.0,16.0,99.993
2024-10-25,UW.MBW.01.EHZ.M,0.0,3351.0,5.0,20.0,99.964
2024-10-24,UW.MBW.01.EHZ.M,0.0,3350.0,8.0,17.0,99.727
2024-10-23,UW.MBW.01.EHZ.M,0.0,3341.0,4.0,13.0,99.993
2024-10-22,UW.MBW.01.EHZ.M,0.0,3336.0,4.0,13.0,99.993
2024-10-21,UW.MBW.01.EHZ.M,0.0,3338.0,8.0,20.0,99.98
2024-10-20,UW.MBW.01.EHZ.M,0.0,3326.0,6.0,12.0,99.734
2024-10-19,UW.MBW.01.EHZ.M,3321.0,5.0,1.0,24.0,99.995
2024-10-18,UW.MBW.01.EHZ.M,0.0,3344.0,6.0,13.0,99.991
2024-10-17,UW.MBW.01.EHZ.M,0.0,3341.0,3.0,18.0,99.985
2024-10-16,UW.MBW.01.EHZ.M,0.0,3341.0,4.0,22.0,99.728
2024-10-15,UW.MBW.01.EHZ.M,0.0,3326.0,3.0,14.0,99.994
2024-10-14,UW.MBW.01.EHZ.M,0.0,3319.0,4.0,18.0,99.994
2024-10-13,UW.MBW.01.EHZ.M,0.0,3319.0,2.0,22.0,99.986
2024-10-12,UW.MBW.01.EHZ.M,0.0,3324.0,4.0,27.0,99.739
2024-10-11,UW.MBW.01.EHZ.M,0.0,3334.0,3.0,24.0,99.993
2024-10-10,UW.MBW.01.EHZ.M,0.0,3336.0,5.0,19.0,99.99
2024-10-09,UW.MBW.01.EHZ.M,0.0,3335.0,5.0,24.0,99.983
2024-10-08,UW.MBW.01.EHZ.M,0.0,3318.0,3.0,15.0,99.727
2024-10-07,UW.MBW.01.EHZ.M,-18620.0,21948.0,3.0,29.0,99.993
2024-10-06,UW.MBW.01.EHZ.M,0.0,3329.0,3.0,20.0,99.993
2024-10-05,UW.MBW.01.EHZ.M,3320.0,6.0,1.0,17.0,99.987
2024-10-04,UW.MBW.01.EHZ.M,0.0,3331.0,4.0,16.0,99.747
2024-10-03,UW.MBW.01.EHZ.M,0.0,3336.0,4.0,22.0,99.971
2024-10-02,UW.MBW.01.EHZ.M,0.0,3333.0,3.0,25.0,99.984
2024-10-01,UW.MBW.01.EHZ.M,0.0,3324.0,4.0,12.0,99.618
2024-09-30,UW.MBW.01.EHZ.M,0.0,3335.0,4.0,22.0,99.733
2024-09-29,UW.MBW.01.EHZ.M,0.0,3341.0,5.0,25.0,99.992
2024-09-28,UW.MBW.01.EHZ.M,0.0,3331.0,4.0,23.0,99.992
2024-09-27,UW.MBW.01.EHZ.M,0.0,3327.0,3.0,22.0,99.985
2024-09-26,UW.MBW.01.EHZ.M,0.0,3330.0,7.0,22.0,99.745
2024-09-25,UW.MBW.01.EHZ.M,0.0,3317.0,11.0,31.0,99.856
2024-09-24,UW.MBW.01.EHZ.M,0.0,3311.0,5.0,25.0,99.991
2024-09-23,UW.MBW.01.EHZ.M,0.0,3319.0,5.0,22.0,99.984
2024-09-22,UW.MBW.01.EHZ.M,0.0,3320.0,4.0,18.0,99.749
2024-09-21,UW.MBW.01.EHZ.M,0.0,3319.0,3.0,23.0,99.994
2024-09-20,UW.MBW.01.EHZ.M,0.0,3328.0,6.0,25.0,99.991
2024-09-19,UW.MBW.01.EHZ.M,0.0,3310.0,2.0,20.0,99.986
2024-09-18,UW.MBW.01.EHZ.M,-27837.0,56260.0,4.0,327.0,99.728
2024-09-17,UW.MBW.01.EHZ.M,-27196.0,55617.0,3.0,342.0,99.993
2024-09-16,UW.MBW.01.EHZ.M,0.0,3311.0,2.0,19.0,99.994
2024-09-15,UW.MBW.01.EHZ.M,3312.0,7.0,1.0,12.0,99.987
2024-09-14,UW.MBW.01.EHZ.M,0.0,3322.0,8.0,15.0,99.749
2024-09-13,UW.MBW.01.EHZ.M,0.0,3320.0,4.0,22.0,99.993
2024-09-12,UW.MBW.01.EHZ.M,0.0,3318.0,2.0,20.0,99.994
2024-09-11,UW.MBW.01.EHZ.M,0.0,3318.0,7.0,29.0,99.981
2024-09-10,UW.MBW.01.EHZ.M,0.0,3309.0,3.0,25.0,99.743
2024-09-09,UW.MBW.01.EHZ.M,0.0,3306.0,3.0,36.0,99.993
2024-09-08,UW.MBW.01.EHZ.M,0.0,3290.0,9.0,28.0,99.989
2024-09-07,UW.MBW.01.EHZ.M,0.0,3281.0,2.0,31.0,99.986
2024-09-06,UW.MBW.01.EHZ.M,-28014.0,56552.0,6.0,710.0,99.727
2024-09-05,UW.MBW.01.EHZ.M,0.0,3285.0,7.0,32.0,99.987
2024-07-05,UW.MBW.01.EHZ.M,0.0,3278.0,3.0,39.0,99.985
2024-07-04,UW.MBW.01.EHZ.M,0.0,3315.0,6.0,41.0,99.733
2024-07-03,UW.MBW.01.EHZ.M,0.0,3315.0,7.0,35.0,99.991
2024-07-02,UW.MBW.01.EHZ.M,-27948.0,56454.0,5.0,1936.0,99.99
2024-07-01,UW.MBW.01.EHZ.M,0.0,3316.0,5.0,41.0,99.974
2024-06-30,UW.MBW.01.EHZ.M,-27491.0,55938.0,14.0,214.0,99.743
2024-06-29,UW.MBW.01.EHZ.M,-27898.0,56345.0,16.0,765.0,99.982
2024-06-28,UW.MBW.01.EHZ.M,3290.0,6.0,3.0,37.0,99.994
2024-06-27,UW.MBW.01.EHZ.M,-27936.0,56357.0,16.0,917.0,99.976
2024-06-26,UW.MBW.01.EHZ.M,-27877.0,56379.0,12.0,424.0,99.731
2024-06-25,UW.MBW.01.EHZ.M,0.0,3314.0,10.0,46.0,99.83
2024-06-24,UW.MBW.01.EHZ.M,0.0,3327.0,6.0,43.0,99.993
2024-06-23,UW.MBW.01.EHZ.M,-22203.0,50654.0,8.0,327.0,99.983
2024-06-22,UW.MBW.01.EHZ.M,-27789.0,56260.0,7.0,673.0,99.717
2024-06-21,UW.MBW.01.EHZ.M,0.0,3304.0,2.0,47.0,99.994
2024-06-20,UW.MBW.01.EHZ.M,-27869.0,56323.0,7.0,465.0,99.628
2024-06-19,UW.MBW.01.EHZ.M,-27767.0,56274.0,8.0,351.0,99.233
2024-06-18,UW.MBW.01.EHZ.M,-27779.0,53694.0,16.0,174.0,98.776
2024-06-17,UW.MBW.01.EHZ.M,-27832.0,56220.0,10.0,379.0,99.989
2024-06-16,UW.MBW.01.EHZ.M,0.0,3338.0,9.0,30.0,99.988
2024-06-15,UW.MBW.01.EHZ.M,-27076.0,55489.0,8.0,172.0,99.984
2024-06-14,UW.MBW.01.EHZ.M,0.0,3332.0,8.0,45.0,99.74
2024-06-13,UW.MBW.01.EHZ.M,-27969.0,56427.0,11.0,1962.0,99.983
2024-06-12,UW.MBW.01.EHZ.M,-22018.0,50430.0,11.0,243.0,99.991
2024-06-11,UW.MBW.01.EHZ.M,-27933.0,56370.0,13.0,1057.0,99.983
2024-06-10,UW.MBW.01.EHZ.M,3280.0,6.0,12.0,50.0,99.705
2024-06-09,UW.MBW.01.EHZ.M,-12218.0,31562.0,12.0,57.0,99.988
2024-06-08,UW.MBW.01.EHZ.M,-27962.0,56411.0,18.0,963.0,99.981
2024-06-07,UW.MBW.01.EHZ.M,-27516.0,55968.0,18.0,119.0,99.533
2024-06-06,UW.MBW.01.EHZ.M,0.0,3334.0,24.0,37.0,99.741
2024-06-05,UW.MBW.01.EHZ.M,0.0,3345.0,23.0,41.0,99.97
2024-06-04,UW.MBW.01.EHZ.M,-27642.0,56031.0,24.0,361.0,99.72
2024-06-03,UW.MBW.01.EHZ.M,-27551.0,55925.0,12.0,295.0,99.458
2024-06-02,UW.MBW.01.EHZ.M,-26391.0,54786.0,15.0,328.0,99.728
2024-06-01,UW.MBW.01.EHZ.M,0.0,3328.0,10.0,31.0,99.253
2024-05-31,UW.MBW.01.EHZ.M,-27995.0,56441.0,9.0,1544.0,99.019
2024-05-30,UW.MBW.01.EHZ.M,-27841.0,56215.0,7.0,606.0,99.981
2024-05-29,UW.MBW.01.EHZ.M,0.0,3335.0,7.0,24.0,99.749
2024-05-28,UW.MBW.01.EHZ.M,-27840.0,56217.0,11.0,666.0,99.834
2024-05-27,UW.MBW.01.EHZ.M,0.0,3338.0,4.0,21.0,99.991
2024-05-26,UW.MBW.01.EHZ.M,0.0,3345.0,5.0,19.0,99.985
2024-05-25,UW.MBW.01.EHZ.M,0.0,3342.0,13.0,17.0,99.311
2024-05-24,UW.MBW.01.EHZ.M,-27378.0,55761.0,9.0,441.0,99.981
2024-05-23,UW.MBW.01.EHZ.M,0.0,3337.0,8.0,26.0,99.874
2024-05-22,UW.MBW.01.EHZ.M,0.0,3349.0,11.0,33.0,99.979
2024-05-21,UW.MBW.01.EHZ.M,0.0,3340.0,14.0,35.0,99.75
2024-05-20,UW.MBW.01.EHZ.M,0.0,3340.0,15.0,34.0,99.984
2024-05-19,UW.MBW.01.EHZ.M,0.0,3343.0,17.0,30.0,99.986
2024-05-18,UW.MBW.01.EHZ.M,-27804.0,56171.0,15.0,175.0,99.976
2024-05-17,UW.MBW.01.EHZ.M,-22529.0,49643.0,11.0,180.0,99.264
2024-05-16,UW.MBW.01.EHZ.M,0.0,3325.0,14.0,41.0,99.529
2024-05-15,UW.MBW.01.EHZ.M,3291.0,7.0,8.0,36.0,99.874
2024-05-14,UW.MBW.01.EHZ.M,0.0,3335.0,11.0,35.0,99.98
2024-05-13,UW.MBW.01.EHZ.M,0.0,3325.0,11.0,40.0,99.496
2024-05-12,UW.MBW.01.EHZ.M,0.0,3324.0,8.0,52.0,99.99
2024-05-11,UW.MBW.01.EHZ.M,0.0,3310.0,14.0,40.0,99.988
2024-05-10,UW.MBW.01.EHZ.M,0.0,3315.0,6.0,40.0,99.978
2024-05-09,UW.MBW.01.EHZ.M,-27884.0,56351.0,17.0,437.0,99.61
2024-05-08,UW.MBW.01.EHZ.M,-27889.0,56253.0,6.0,287.0,99.565
2024-05-07,UW.MBW.01.EHZ.M,0.0,3354.0,10.0,35.0,99.192
2024-05-06,UW.MBW.01.EHZ.M,0.0,3346.0,12.0,23.0,99.408
2024-05-05,UW.MBW.01.EHZ.M,0.0,3331.0,11.0,22.0,99.121
2024-05-04,UW.MBW.01.EHZ.M,0.0,3331.0,10.0,24.0,99.842
2024-05-03,UW.MBW.01.EHZ.M,-27935.0,56371.0,4.0,954.0,99.925
2024-05-02,UW.MBW.01.EHZ.M,0.0,3351.0,8.0,40.0,99.0
2024-05-01,UW.MBW.01.EHZ.M,-27832.0,56169.0,12.0,184.0,99.751
2024-04-30,UW.MBW.01.EHZ.M,0.0,3343.0,15.0,28.0,99.788
2024-04-29,UW.MBW.01.EHZ.M,0.0,3362.0,5.0,30.0,99.994
2024-04-28,UW.MBW.01.EHZ.M,0.0,3351.0,5.0,18.0,99.983
2024-04-27,UW.MBW.01.EHZ.M,-27620.0,56018.0,7.0,401.0,99.731
2024-04-26,UW.MBW.01.EHZ.M,0.0,3342.0,33.0,19.0,99.949
2024-04-25,UW.MBW.01.EHZ.M,-27659.0,56034.0,6.0,570.0,99.994
2024-04-24,UW.MBW.01.EHZ.M,-27789.0,56158.0,15.0,731.0,99.978
2024-04-23,UW.MBW.01.EHZ.M,0.0,3342.0,17.0,38.0,99.718
2024-04-22,UW.MBW.01.EHZ.M,-27841.0,56229.0,12.0,633.0,99.987
2024-04-21,UW.MBW.01.EHZ.M,0.0,3353.0,16.0,35.0,99.986
2024-04-20,UW.MBW.01.EHZ.M,0.0,3343.0,24.0,34.0,99.967
2024-04-19,UW.MBW.01.EHZ.M,-27898.0,56308.0,8.0,1203.0,99.792
2024-04-18,UW.MBW.01.EHZ.M,-27803.0,56140.0,6.0,740.0,99.993
2024-04-17,UW.MBW.01.EHZ.M,0.0,3357.0,16.0,31.0,99.983
2024-04-16,UW.MBW.01.EHZ.M,-27749.0,56118.0,7.0,277.0,99.993
2024-04-15,UW.MBW.01.EHZ.M,0.0,3352.0,8.0,36.0,99.99
2024-04-14,UW.MBW.01.EHZ.M,0.0,3344.0,12.0,34.0,99.985
2024-04-13,UW.MBW.01.EHZ.M,-27799.0,56147.0,13.0,590.0,99.988
2024-04-12,UW.MBW.01.EHZ.M,-27865.0,56223.0,2.0,665.0,99.994
2024-04-11,UW.MBW.01.EHZ.M,-27842.0,56202.0,7.0,811.0,99.215
2024-04-10,UW.MBW.01.EHZ.M,-27822.0,56209.0,19.0,764.0,99.59
2024-04-09,UW.MBW.01.EHZ.M,-27619.0,55957.0,13.0,291.0,99.99
2024-04-08,UW.MBW.01.EHZ.M,-27732.0,56054.0,8.0,538.0,99.13
2024-04-07,UW.MBW.01.EHZ.M,-27820.0,56172.0,12.0,438.0,99.983
2024-04-06,UW.MBW.01.EHZ.M,-27655.0,55987.0,13.0,318.0,99.981
2024-04-05,UW.MBW.01.EHZ.M,3340.0,5.0,3.0,21.0,99.755
2024-04-04,UW.MBW.01.EHZ.M,-27668.0,56013.0,11.0,427.0,99.986
2024-04-03,UW.MBW.01.EHZ.M,3325.0,6.0,7.0,38.0,99.992
2024-04-02,UW.MBW.01.EHZ.M,0.0,3341.0,14.0,23.0,99.696
2024-04-01,UW.MBW.01.EHZ.M,-27862.0,56219.0,8.0,938.0,99.992
2024-03-31,UW.MBW.01.EHZ.M,0.0,3356.0,13.0,29.0,99.867
2024-03-30,UW.MBW.01.EHZ.M,-27750.0,56104.0,14.0,551.0,99.959
2024-03-29,UW.MBW.01.EHZ.M,0.0,3356.0,8.0,22.0,99.99
2024-03-28,UW.MBW.01.EHZ.M,-27793.0,56122.0,8.0,702.0,99.991
2024-03-27,UW.MBW.01.EHZ.M,0.0,3358.0,11.0,22.0,99.987
2024-03-26,UW.MBW.01.EHZ.M,0.0,3353.0,10.0,25.0,99.99
2024-03-25,UW.MBW.01.EHZ.M,0.0,3354.0,14.0,26.0,99.984
2024-03-24,UW.MBW.01.EHZ.M,-27847.0,56231.0,11.0,306.0,99.987
2024-03-23,UW.MBW.01.EHZ.M,-27813.0,56158.0,13.0,512.0,99.976
2024-03-22,UW.MBW.01.EHZ.M,-27881.0,56245.0,7.0,1054.0,99.869
2024-03-21,UW.MBW.01.EHZ.M,-27619.0,55996.0,13.0,332.0,99.99
2024-03-20,UW.MBW.01.EHZ.M,0.0,25072.0,8.0,79.0,99.99
2024-03-19,UW.MBW.01.EHZ.M,-27948.0,56358.0,13.0,2602.0,99.986
2024-03-18,UW.MBW.01.EHZ.M,-27817.0,56248.0,12.0,675.0,99.987
2024-03-17,UW.MBW.01.EHZ.M,-27971.0,56414.0,17.0,2060.0,99.983
2024-03-16,UW.MBW.01.EHZ.M,-27988.0,56428.0,20.0,2069.0,99.172
2024-03-15,UW.MBW.01.EHZ.M,-27754.0,56086.0,2.0,697.0,99.996
2024-03-14,UW.MBW.01.EHZ.M,-27877.0,56192.0,10.0,2440.0,99.774
2024-03-13,UW.MBW.01.EHZ.M,-27696.0,56009.0,19.0,784.0,99.867
2024-03-12,UW.MBW.01.EHZ.M,-27819.0,56132.0,5.0,1692.0,99.991
2024-03-11,UW.MBW.01.EHZ.M,-27546.0,55847.0,14.0,556.0,99.829
2024-03-10,UW.MBW.01.EHZ.M,-27746.0,56057.0,13.0,569.0,99.32
2024-03-08,UW.MBW.01.EHZ.M,-27742.0,56046.0,5.0,515.0,99.993
2024-03-09,UW.MBW.01.EHZ.M,-27409.0,55712.0,5.0,387.0,99.992
2024-03-07,UW.MBW.01.EHZ.M,-27704.0,56001.0,15.0,668.0,99.978
2024-03-06,UW.MBW.01.EHZ.M,-27765.0,56031.0,20.0,790.0,99.874
2024-03-05,UW.MBW.01.EHZ.M,-27692.0,55955.0,21.0,296.0,99.211
2024-03-04,UW.MBW.01.EHZ.M,-27718.0,55987.0,18.0,549.0,99.231
2024-03-03,UW.MBW.01.EHZ.M,0.0,3374.0,24.0,13.0,99.977
2024-03-02,UW.MBW.01.EHZ.M,0.0,3372.0,12.0,12.0,99.976
2024-03-01,UW.MBW.01.EHZ.M,-27807.0,56105.0,9.0,938.0,99.624
2024-02-29,UW.MBW.01.EHZ.M,-27731.0,56027.0,5.0,562.0,99.984
2024-02-28,UW.MBW.01.EHZ.M,-27813.0,56115.0,6.0,951.0,99.745
2024-02-27,UW.MBW.01.EHZ.M,-27795.0,56083.0,10.0,569.0,99.987
2024-02-26,UW.MBW.01.EHZ.M,-27838.0,56136.0,20.0,2556.0,99.98
2024-02-25,UW.MBW.01.EHZ.M,-27825.0,56157.0,19.0,1035.0,99.979
2024-02-24,UW.MBW.01.EHZ.M,-27851.0,56173.0,18.0,1176.0,99.983
2024-02-23,UW.MBW.01.EHZ.M,-21991.0,50331.0,17.0,354.0,99.972
2024-02-22,UW.MBW.01.EHZ.M,-27806.0,56141.0,17.0,590.0,99.255
2024-02-21,UW.MBW.01.EHZ.M,3343.0,6.0,12.0,10.0,98.296
2024-02-20,UW.MBW.01.EHZ.M,0.0,3356.0,4.0,16.0,99.994
2024-02-19,UW.MBW.01.EHZ.M,3345.0,6.0,12.0,15.0,99.989
2024-02-18,UW.MBW.01.EHZ.M,3346.0,6.0,7.0,15.0,99.152
2024-02-17,UW.MBW.01.EHZ.M,0.0,3366.0,11.0,23.0,99.988
2024-02-16,UW.MBW.01.EHZ.M,-27759.0,56058.0,6.0,371.0,99.992
2024-02-15,UW.MBW.01.EHZ.M,0.0,3378.0,14.0,20.0,99.984
2024-02-14,UW.MBW.01.EHZ.M,-27549.0,55834.0,6.0,279.0,99.836
2024-02-13,UW.MBW.01.EHZ.M,-27610.0,55915.0,16.0,352.0,99.975
2024-02-12,UW.MBW.01.EHZ.M,-27592.0,55916.0,6.0,313.0,99.992
2024-02-11,UW.MBW.01.EHZ.M,-27838.0,56158.0,9.0,706.0,99.99
2024-02-10,UW.MBW.01.EHZ.M,-27865.0,56192.0,18.0,1262.0,99.983
2024-02-09,UW.MBW.01.EHZ.M,-27865.0,56165.0,4.0,2898.0,99.992
2024-02-08,UW.MBW.01.EHZ.M,-27871.0,56179.0,12.0,1397.0,99.312
2024-02-07,UW.MBW.01.EHZ.M,0.0,3362.0,5.0,13.0,99.994
2024-02-06,UW.MBW.01.EHZ.M,-27606.0,30968.0,6.0,40.0,98.905
2024-02-05,UW.MBW.01.EHZ.M,-19980.0,48284.0,10.0,221.0,99.989
